,Values,Metric,Subject,Valence,Arousal,LearningTime,PercentCorrect,Signal_STD,Reject
4,587.0,MinRR,11118,High,Low,90,0.0449,6.575350286136014,0
5,74.91,MinBPM,11118,High,Low,90,0.0449,6.575350286136014,0
6,801.0,MaxRR,11118,High,Low,90,0.0449,6.575350286136014,0
7,102.21,MaxBPM,11118,High,Low,90,0.0449,6.575350286136014,0
8,33.33,SDNN,11118,High,Low,90,0.0449,6.575350286136014,0
9,27.64,RMSSD,11118,High,Low,90,0.0449,6.575350286136014,0
10,33.0,nn50,11118,High,Low,90,0.0449,6.575350286136014,0
11,8.73,pnn50,11118,High,Low,90,0.0449,6.575350286136014,0
12,0.0234,vlf_peak,11118,High,Low,90,0.0449,6.575350286136014,0
13,207.27615061444834,vlf_power,11118,High,Low,90,0.0449,6.575350286136014,0
14,0.0586,lf_peak,11118,High,Low,90,0.0449,6.575350286136014,0
15,343.44116888682737,lf_power,11118,High,Low,90,0.0449,6.575350286136014,0
16,0.1836,hf_peak,11118,High,Low,90,0.0449,6.575350286136014,0
17,214.5830895384513,hf_power,11118,High,Low,90,0.0449,6.575350286136014,0
18,27.08428587860438,pover_vlf_per,11118,High,Low,90,0.0449,6.575350286136014,0
19,44.87664776212072,pover_lf_per,11118,High,Low,90,0.0449,6.575350286136014,0
20,28.0390663592749,pover_hf_per,11118,High,Low,90,0.0449,6.575350286136014,0
21,0.3845407906530728,pover_lf_nu,11118,High,Low,90,0.0449,6.575350286136014,0
22,0.6154592093469271,pover_hf_nu,11118,High,Low,90,0.0449,6.575350286136014,0
23,19.57048337390526,SD1,11118,High,Low,90,0.0449,6.575350286136014,0
24,42.88311375040429,SD2,11118,High,Low,90,0.0449,6.575350286136014,0
0,720.0,MeanRR,11118,Low,High,30,0.0107,25.596180510649507,0
1,83.54,MeanBPM,11118,Low,High,30,0.0107,25.596180510649507,0
2,720.0,MedianRR,11118,Low,High,30,0.0107,25.596180510649507,0
3,83.33,MedianBPM,11118,Low,High,30,0.0107,25.596180510649507,0
4,614.0,MinRR,11118,Low,High,30,0.0107,25.596180510649507,0
5,71.43,MinBPM,11118,Low,High,30,0.0107,25.596180510649507,0
6,840.0,MaxRR,11118,Low,High,30,0.0107,25.596180510649507,0
7,97.72,MaxBPM,11118,Low,High,30,0.0107,25.596180510649507,0
8,36.94,SDNN,11118,Low,High,30,0.0107,25.596180510649507,0
9,29.75,RMSSD,11118,Low,High,30,0.0107,25.596180510649507,0
10,41.0,nn50,11118,Low,High,30,0.0107,25.596180510649507,0
11,11.02,pnn50,11118,Low,High,30,0.0107,25.596180510649507,0
12,0.0078,vlf_peak,11118,Low,High,30,0.0107,25.596180510649507,0
13,194.2294778169901,vlf_power,11118,Low,High,30,0.0107,25.596180510649507,0
14,0.0547,lf_peak,11118,Low,High,30,0.0107,25.596180510649507,0
15,302.6299837098462,lf_power,11118,Low,High,30,0.0107,25.596180510649507,0
16,0.1836,hf_peak,11118,Low,High,30,0.0107,25.596180510649507,0
17,411.12717296753885,hf_power,11118,Low,High,30,0.0107,25.596180510649507,0
18,21.391226526715283,pover_vlf_per,11118,Low,High,30,0.0107,25.596180510649507,0
19,33.32978396519789,pover_lf_per,11118,Low,High,30,0.0107,25.596180510649507,0
20,45.27898950808683,pover_hf_per,11118,Low,High,30,0.0107,25.596180510649507,0
21,0.5760042741727162,pover_lf_nu,11118,Low,High,30,0.0107,25.596180510649507,0
22,0.4239957258272838,pover_hf_nu,11118,Low,High,30,0.0107,25.596180510649507,0
23,21.0631182471679,SD1,11118,Low,High,30,0.0107,25.596180510649507,0
24,47.80043449821383,SD2,11118,Low,High,30,0.0107,25.596180510649507,0
0,733.0,MeanRR,11118,Low,High,60,0.0132,50.094561030010375,0
1,82.14,MeanBPM,11118,Low,High,60,0.0132,50.094561030010375,0
2,734.0,MedianRR,11118,Low,High,60,0.0132,50.094561030010375,0
3,81.74,MedianBPM,11118,Low,High,60,0.0132,50.094561030010375,0
4,639.0,MinRR,11118,Low,High,60,0.0132,50.094561030010375,0
5,71.43,MinBPM,11118,Low,High,60,0.0132,50.094561030010375,0
6,840.0,MaxRR,11118,Low,High,60,0.0132,50.094561030010375,0
7,93.9,MaxBPM,11118,Low,High,60,0.0132,50.094561030010375,0
8,41.46,SDNN,11118,Low,High,60,0.0132,50.094561030010375,0
9,33.91,RMSSD,11118,Low,High,60,0.0132,50.094561030010375,0
10,64.0,nn50,11118,Low,High,60,0.0132,50.094561030010375,0
11,16.89,pnn50,11118,Low,High,60,0.0132,50.094561030010375,0
12,0.0039,vlf_peak,11118,Low,High,60,0.0132,50.094561030010375,0
13,651.0223089029695,vlf_power,11118,Low,High,60,0.0132,50.094561030010375,0
14,0.125,lf_peak,11118,Low,High,60,0.0132,50.094561030010375,0
15,308.1130817650359,lf_power,11118,Low,High,60,0.0132,50.094561030010375,0
16,0.1758,hf_peak,11118,Low,High,60,0.0132,50.094561030010375,0
17,593.1779777426431,hf_power,11118,Low,High,60,0.0132,50.094561030010375,0
18,41.93884573509312,pover_vlf_per,11118,Low,High,60,0.0132,50.094561030010375,0
19,19.848639329860347,pover_lf_per,11118,Low,High,60,0.0132,50.094561030010375,0
20,38.21251493504654,pover_hf_per,11118,Low,High,60,0.0132,50.094561030010375,0
21,0.6581425295249911,pover_lf_nu,11118,Low,High,60,0.0132,50.094561030010375,0
22,0.3418574704750089,pover_hf_nu,11118,Low,High,60,0.0132,50.094561030010375,0
23,24.00913947338456,SD1,11118,Low,High,60,0.0132,50.094561030010375,0
24,53.48471383150127,SD2,11118,Low,High,60,0.0132,50.094561030010375,0
0,706.0,MeanRR,11118,Low,High,90,0.0383,10.530918336172395,0
1,85.3,MeanBPM,11118,Low,High,90,0.0383,10.530918336172395,0
2,707.0,MedianRR,11118,Low,High,90,0.0383,10.530918336172395,0
3,84.87,MedianBPM,11118,Low,High,90,0.0383,10.530918336172395,0
4,587.0,MinRR,11118,Low,High,90,0.0383,10.530918336172395,0
5,69.2,MinBPM,11118,Low,High,90,0.0383,10.530918336172395,0
6,867.0,MaxRR,11118,Low,High,90,0.0383,10.530918336172395,0
7,102.21,MaxBPM,11118,Low,High,90,0.0383,10.530918336172395,0
8,45.65,SDNN,11118,Low,High,90,0.0383,10.530918336172395,0
9,30.1,RMSSD,11118,Low,High,90,0.0383,10.530918336172395,0
10,48.0,nn50,11118,Low,High,90,0.0383,10.530918336172395,0
11,12.24,pnn50,11118,Low,High,90,0.0383,10.530918336172395,0
12,0.0156,vlf_peak,11118,Low,High,90,0.0383,10.530918336172395,0
13,1785.4473134641473,vlf_power,11118,Low,High,90,0.0383,10.530918336172395,0
14,0.0625,lf_peak,11118,Low,High,90,0.0383,10.530918336172395,0
15,735.8162714990085,lf_power,11118,Low,High,90,0.0383,10.530918336172395,0
16,0.1797,hf_peak,11118,Low,High,90,0.0383,10.530918336172395,0
17,325.2017295266155,hf_power,11118,Low,High,90,0.0383,10.530918336172395,0
18,62.725068328618946,pover_vlf_per,11118,Low,High,90,0.0383,10.530918336172395,0
19,25.850175224457406,pover_lf_per,11118,Low,High,90,0.0383,10.530918336172395,0
20,11.424756446923642,pover_hf_per,11118,Low,High,90,0.0383,10.530918336172395,0
21,0.3064997287626242,pover_lf_nu,11118,Low,High,90,0.0383,10.530918336172395,0
22,0.6935002712373758,pover_hf_nu,11118,Low,High,90,0.0383,10.530918336172395,0
23,21.312592837838277,SD1,11118,Low,High,90,0.0383,10.530918336172395,0
24,60.94373464610307,SD2,11118,Low,High,90,0.0383,10.530918336172395,0
0,710.0,MeanRR,11118,Low,Low,30,0.0596,31.33547513682102,0
1,84.65,MeanBPM,11118,Low,Low,30,0.0596,31.33547513682102,0
2,707.0,MedianRR,11118,Low,Low,30,0.0596,31.33547513682102,0
3,84.87,MedianBPM,11118,Low,Low,30,0.0596,31.33547513682102,0
4,613.0,MinRR,11118,Low,Low,30,0.0596,31.33547513682102,0
5,76.34,MinBPM,11118,Low,Low,30,0.0596,31.33547513682102,0
6,786.0,MaxRR,11118,Low,Low,30,0.0596,31.33547513682102,0
7,97.88,MaxBPM,11118,Low,Low,30,0.0596,31.33547513682102,0
8,30.77,SDNN,11118,Low,Low,30,0.0596,31.33547513682102,0
9,22.05,RMSSD,11118,Low,Low,30,0.0596,31.33547513682102,0
10,13.0,nn50,11118,Low,Low,30,0.0596,31.33547513682102,0
11,3.38,pnn50,11118,Low,Low,30,0.0596,31.33547513682102,0
12,0.0039,vlf_peak,11118,Low,Low,30,0.0596,31.33547513682102,0
13,244.52456651661524,vlf_power,11118,Low,Low,30,0.0596,31.33547513682102,0
14,0.0977,lf_peak,11118,Low,Low,30,0.0596,31.33547513682102,0
15,266.5748830328181,lf_power,11118,Low,Low,30,0.0596,31.33547513682102,0
16,0.1836,hf_peak,11118,Low,Low,30,0.0596,31.33547513682102,0
17,195.94123305390463,hf_power,11118,Low,Low,30,0.0596,31.33547513682102,0
18,34.58422867779983,pover_vlf_per,11118,Low,Low,30,0.0596,31.33547513682102,0
19,37.702905871170536,pover_lf_per,11118,Low,Low,30,0.0596,31.33547513682102,0
20,27.71286545102965,pover_hf_per,11118,Low,Low,30,0.0596,31.33547513682102,0
21,0.42364195806133864,pover_lf_nu,11118,Low,Low,30,0.0596,31.33547513682102,0
22,0.5763580419386614,pover_hf_nu,11118,Low,Low,30,0.0596,31.33547513682102,0
23,15.61179728397813,SD1,11118,Low,Low,30,0.0596,31.33547513682102,0
24,40.61708620674174,SD2,11118,Low,Low,30,0.0596,31.33547513682102,0
0,720.0,MeanRR,11118,Low,Low,60,0.0479,45.24159443047777,0
1,83.52,MeanBPM,11118,Low,Low,60,0.0479,45.24159443047777,0
2,720.0,MedianRR,11118,Low,Low,60,0.0479,45.24159443047777,0
3,83.33,MedianBPM,11118,Low,Low,60,0.0479,45.24159443047777,0
4,627.0,MinRR,11118,Low,Low,60,0.0479,45.24159443047777,0
5,75.0,MinBPM,11118,Low,Low,60,0.0479,45.24159443047777,0
6,800.0,MaxRR,11118,Low,Low,60,0.0479,45.24159443047777,0
7,95.69,MaxBPM,11118,Low,Low,60,0.0479,45.24159443047777,0
8,35.28,SDNN,11118,Low,Low,60,0.0479,45.24159443047777,0
9,25.67,RMSSD,11118,Low,Low,60,0.0479,45.24159443047777,0
10,23.0,nn50,11118,Low,Low,60,0.0479,45.24159443047777,0
11,6.13,pnn50,11118,Low,Low,60,0.0479,45.24159443047777,0
12,0.0078,vlf_peak,11118,Low,Low,60,0.0479,45.24159443047777,0
13,385.07948711643087,vlf_power,11118,Low,Low,60,0.0479,45.24159443047777,0
14,0.0469,lf_peak,11118,Low,Low,60,0.0479,45.24159443047777,0
15,359.5545854834619,lf_power,11118,Low,Low,60,0.0479,45.24159443047777,0
16,0.1836,hf_peak,11118,Low,Low,60,0.0479,45.24159443047777,0
17,351.6958796881837,hf_power,11118,Low,Low,60,0.0479,45.24159443047777,0
18,35.12441544744421,pover_vlf_per,11118,Low,Low,60,0.0479,45.24159443047777,0
19,32.79620197670051,pover_lf_per,11118,Low,Low,60,0.0479,45.24159443047777,0
20,32.07938257585528,pover_hf_per,11118,Low,Low,60,0.0479,45.24159443047777,0
21,0.49447543011913414,pover_lf_nu,11118,Low,Low,60,0.0479,45.24159443047777,0
22,0.5055245698808658,pover_hf_nu,11118,Low,Low,60,0.0479,45.24159443047777,0
23,18.174713487113927,SD1,11118,Low,Low,60,0.0479,45.24159443047777,0
24,46.46777065109826,SD2,11118,Low,Low,60,0.0479,45.24159443047777,0
0,730.0,MeanRR,11118,Low,Low,90,0.0212,19.435433097029357,0
1,82.42,MeanBPM,11118,Low,Low,90,0.0212,19.435433097029357,0
2,733.0,MedianRR,11118,Low,Low,90,0.0212,19.435433097029357,0
3,81.86,MedianBPM,11118,Low,Low,90,0.0212,19.435433097029357,0
4,627.0,MinRR,11118,Low,Low,90,0.0212,19.435433097029357,0
5,70.34,MinBPM,11118,Low,Low,90,0.0212,19.435433097029357,0
6,853.0,MaxRR,11118,Low,Low,90,0.0212,19.435433097029357,0
7,95.69,MaxBPM,11118,Low,Low,90,0.0212,19.435433097029357,0
8,36.82,SDNN,11118,Low,Low,90,0.0212,19.435433097029357,0
9,31.15,RMSSD,11118,Low,Low,90,0.0212,19.435433097029357,0
10,46.0,nn50,11118,Low,Low,90,0.0212,19.435433097029357,0
11,12.23,pnn50,11118,Low,Low,90,0.0212,19.435433097029357,0
12,0.0117,vlf_peak,11118,Low,Low,90,0.0212,19.435433097029357,0
13,301.4691605313314,vlf_power,11118,Low,Low,90,0.0212,19.435433097029357,0
14,0.0469,lf_peak,11118,Low,Low,90,0.0212,19.435433097029357,0
15,475.0829806573108,lf_power,11118,Low,Low,90,0.0212,19.435433097029357,0
16,0.1797,hf_peak,11118,Low,Low,90,0.0212,19.435433097029357,0
17,506.6252461770516,hf_power,11118,Low,Low,90,0.0212,19.435433097029357,0
18,23.493958317815604,pover_vlf_per,11118,Low,Low,90,0.0212,19.435433097029357,0
19,37.023952053319384,pover_lf_per,11118,Low,Low,90,0.0212,19.435433097029357,0
20,39.482089628865005,pover_hf_per,11118,Low,Low,90,0.0212,19.435433097029357,0
21,0.516064989911235,pover_lf_nu,11118,Low,Low,90,0.0212,19.435433097029357,0
22,0.48393501008876505,pover_hf_nu,11118,Low,Low,90,0.0212,19.435433097029357,0
23,22.054031463260994,SD1,11118,Low,Low,90,0.0212,19.435433097029357,0
24,47.17463921224399,SD2,11118,Low,Low,90,0.0212,19.435433097029357,0
0,724.0,MeanRR,11119,High,High,30,0.0137,19.840646645314635,0
1,83.29,MeanBPM,11119,High,High,30,0.0137,19.840646645314635,0
2,733.0,MedianRR,11119,High,High,30,0.0137,19.840646645314635,0
3,81.86,MedianBPM,11119,High,High,30,0.0137,19.840646645314635,0
4,560.0,MinRR,11119,High,High,30,0.0137,19.840646645314635,0
5,70.26,MinBPM,11119,High,High,30,0.0137,19.840646645314635,0
6,854.0,MaxRR,11119,High,High,30,0.0137,19.840646645314635,0
7,107.14,MaxBPM,11119,High,High,30,0.0137,19.840646645314635,0
8,51.01,SDNN,11119,High,High,30,0.0137,19.840646645314635,0
9,28.75,RMSSD,11119,High,High,30,0.0137,19.840646645314635,0
10,37.0,nn50,11119,High,High,30,0.0137,19.840646645314635,0
11,10.14,pnn50,11119,High,High,30,0.0137,19.840646645314635,0
12,0.0117,vlf_peak,11119,High,High,30,0.0137,19.840646645314635,0
13,835.6493017263678,vlf_power,11119,High,High,30,0.0137,19.840646645314635,0
14,0.0781,lf_peak,11119,High,High,30,0.0137,19.840646645314635,0
15,1071.6072983130955,lf_power,11119,High,High,30,0.0137,19.840646645314635,0
16,0.1836,hf_peak,11119,High,High,30,0.0137,19.840646645314635,0
17,288.6531531248374,hf_power,11119,High,High,30,0.0137,19.840646645314635,0
18,38.05481079184603,pover_vlf_per,11119,High,High,30,0.0137,19.840646645314635,0
19,48.80015204490585,pover_lf_per,11119,High,High,30,0.0137,19.840646645314635,0
20,13.145037163248121,pover_hf_per,11119,High,High,30,0.0137,19.840646645314635,0
21,0.21220432661973065,pover_lf_nu,11119,High,High,30,0.0137,19.840646645314635,0
22,0.7877956733802693,pover_hf_nu,11119,High,High,30,0.0137,19.840646645314635,0
23,20.35876017495436,SD1,11119,High,High,30,0.0137,19.840646645314635,0
24,69.20345193812491,SD2,11119,High,High,30,0.0137,19.840646645314635,0
0,680.0,MeanRR,11119,High,High,60,0.0025,19.439188590968286,0
1,88.86,MeanBPM,11119,High,High,60,0.0025,19.439188590968286,0
2,680.0,MedianRR,11119,High,High,60,0.0025,19.439188590968286,0
3,88.24,MedianBPM,11119,High,High,60,0.0025,19.439188590968286,0
4,559.0,MinRR,11119,High,High,60,0.0025,19.439188590968286,0
5,69.2,MinBPM,11119,High,High,60,0.0025,19.439188590968286,0
6,867.0,MaxRR,11119,High,High,60,0.0025,19.439188590968286,0
7,107.33,MaxBPM,11119,High,High,60,0.0025,19.439188590968286,0
8,55.01,SDNN,11119,High,High,60,0.0025,19.439188590968286,0
9,34.95,RMSSD,11119,High,High,60,0.0025,19.439188590968286,0
10,68.0,nn50,11119,High,High,60,0.0025,19.439188590968286,0
11,17.0,pnn50,11119,High,High,60,0.0025,19.439188590968286,0
12,0.0078,vlf_peak,11119,High,High,60,0.0025,19.439188590968286,0
13,1165.0920330017163,vlf_power,11119,High,High,60,0.0025,19.439188590968286,0
14,0.1055,lf_peak,11119,High,High,60,0.0025,19.439188590968286,0
15,667.6620801753611,lf_power,11119,High,High,60,0.0025,19.439188590968286,0
16,0.1797,hf_peak,11119,High,High,60,0.0025,19.439188590968286,0
17,612.7132275482395,hf_power,11119,High,High,60,0.0025,19.439188590968286,0
18,47.64291935528995,pover_vlf_per,11119,High,High,60,0.0025,19.439188590968286,0
19,27.302023995844287,pover_lf_per,11119,High,High,60,0.0025,19.439188590968286,0
20,25.055056648865776,pover_hf_per,11119,High,High,60,0.0025,19.439188590968286,0
21,0.47854189615511405,pover_lf_nu,11119,High,High,60,0.0025,19.439188590968286,0
22,0.5214581038448859,pover_hf_nu,11119,High,High,60,0.0025,19.439188590968286,0
23,24.741341046251257,SD1,11119,High,High,60,0.0025,19.439188590968286,0
24,73.75272636807641,SD2,11119,High,High,60,0.0025,19.439188590968286,0
0,715.0,MeanRR,11119,High,High,90,0.0105,16.909233807211063,0
1,84.55,MeanBPM,11119,High,High,90,0.0105,16.909233807211063,0
2,720.0,MedianRR,11119,High,High,90,0.0105,16.909233807211063,0
3,83.33,MedianBPM,11119,High,High,90,0.0105,16.909233807211063,0
4,547.0,MinRR,11119,High,High,90,0.0105,16.909233807211063,0
5,63.36,MinBPM,11119,High,High,90,0.0105,16.909233807211063,0
6,947.0,MaxRR,11119,High,High,90,0.0105,16.909233807211063,0
7,109.69,MaxBPM,11119,High,High,90,0.0105,16.909233807211063,0
8,60.22,SDNN,11119,High,High,90,0.0105,16.909233807211063,0
9,33.12,RMSSD,11119,High,High,90,0.0105,16.909233807211063,0
10,58.0,nn50,11119,High,High,90,0.0105,16.909233807211063,0
11,15.3,pnn50,11119,High,High,90,0.0105,16.909233807211063,0
12,0.0156,vlf_peak,11119,High,High,90,0.0105,16.909233807211063,0
13,1420.1504356339947,vlf_power,11119,High,High,90,0.0105,16.909233807211063,0
14,0.0547,lf_peak,11119,High,High,90,0.0105,16.909233807211063,0
15,1520.1607539599856,lf_power,11119,High,High,90,0.0105,16.909233807211063,0
16,0.3828,hf_peak,11119,High,High,90,0.0105,16.909233807211063,0
17,424.2503427896544,hf_power,11119,High,High,90,0.0105,16.909233807211063,0
18,42.209079012678494,pover_vlf_per,11119,High,High,90,0.0105,16.909233807211063,0
19,45.18154117047825,pover_lf_per,11119,High,High,90,0.0105,16.909233807211063,0
20,12.60937981684326,pover_hf_per,11119,High,High,90,0.0105,16.909233807211063,0
21,0.21818963258276466,pover_lf_nu,11119,High,High,90,0.0105,16.909233807211063,0
22,0.7818103674172354,pover_hf_nu,11119,High,High,90,0.0105,16.909233807211063,0
23,23.44855677615612,SD1,11119,High,High,90,0.0105,16.909233807211063,0
24,81.87206851190787,SD2,11119,High,High,90,0.0105,16.909233807211063,0
0,721.0,MeanRR,11119,High,Low,30,0.0134,38.13095707819035,0
1,83.63,MeanBPM,11119,High,Low,30,0.0134,38.13095707819035,0
2,720.0,MedianRR,11119,High,Low,30,0.0134,38.13095707819035,0
3,83.33,MedianBPM,11119,High,Low,30,0.0134,38.13095707819035,0
4,573.0,MinRR,11119,High,Low,30,0.0134,38.13095707819035,0
5,63.42,MinBPM,11119,High,Low,30,0.0134,38.13095707819035,0
6,946.0,MaxRR,11119,High,Low,30,0.0134,38.13095707819035,0
7,104.71,MaxBPM,11119,High,Low,30,0.0134,38.13095707819035,0
8,53.57,SDNN,11119,High,Low,30,0.0134,38.13095707819035,0
9,31.56,RMSSD,11119,High,Low,30,0.0134,38.13095707819035,0
10,50.0,nn50,11119,High,Low,30,0.0134,38.13095707819035,0
11,13.48,pnn50,11119,High,Low,30,0.0134,38.13095707819035,0
12,0.0117,vlf_peak,11119,High,Low,30,0.0134,38.13095707819035,0
13,1660.0067783351906,vlf_power,11119,High,Low,30,0.0134,38.13095707819035,0
14,0.1055,lf_peak,11119,High,Low,30,0.0134,38.13095707819035,0
15,951.1261453167077,lf_power,11119,High,Low,30,0.0134,38.13095707819035,0
16,0.3477,hf_peak,11119,High,Low,30,0.0134,38.13095707819035,0
17,501.6523709786304,hf_power,11119,High,Low,30,0.0134,38.13095707819035,0
18,53.32866295657005,pover_vlf_per,11119,High,Low,30,0.0134,38.13095707819035,0
19,30.55546898648535,pover_lf_per,11119,High,Low,30,0.0134,38.13095707819035,0
20,16.115868056944606,pover_hf_per,11119,High,Low,30,0.0134,38.13095707819035,0
21,0.34530547179199095,pover_lf_nu,11119,High,Low,30,0.0134,38.13095707819035,0
22,0.654694528208009,pover_hf_nu,11119,High,Low,30,0.0134,38.13095707819035,0
23,22.347421938732417,SD1,11119,High,Low,30,0.0134,38.13095707819035,0
24,72.39504519771991,SD2,11119,High,Low,30,0.0134,38.13095707819035,0
0,624.0,MeanRR,11119,High,Low,60,0.0323,34.7005461786358,0
1,97.26,MeanBPM,11119,High,Low,60,0.0323,34.7005461786358,0
2,626.0,MedianRR,11119,High,Low,60,0.0323,34.7005461786358,0
3,95.85,MedianBPM,11119,High,Low,60,0.0323,34.7005461786358,0
4,480.0,MinRR,11119,High,Low,60,0.0323,34.7005461786358,0
5,76.24,MinBPM,11119,High,Low,60,0.0323,34.7005461786358,0
6,787.0,MaxRR,11119,High,Low,60,0.0323,34.7005461786358,0
7,125.0,MaxBPM,11119,High,Low,60,0.0323,34.7005461786358,0
8,67.93,SDNN,11119,High,Low,60,0.0323,34.7005461786358,0
9,28.37,RMSSD,11119,High,Low,60,0.0323,34.7005461786358,0
10,39.0,nn50,11119,High,Low,60,0.0323,34.7005461786358,0
11,9.03,pnn50,11119,High,Low,60,0.0323,34.7005461786358,0
12,0.0039,vlf_peak,11119,High,Low,60,0.0323,34.7005461786358,0
13,2101.786065730272,vlf_power,11119,High,Low,60,0.0323,34.7005461786358,0
14,0.1133,lf_peak,11119,High,Low,60,0.0323,34.7005461786358,0
15,1182.9963372132156,lf_power,11119,High,Low,60,0.0323,34.7005461786358,0
16,0.1836,hf_peak,11119,High,Low,60,0.0323,34.7005461786358,0
17,366.31594298147525,hf_power,11119,High,Low,60,0.0323,34.7005461786358,0
18,57.56585735566675,pover_vlf_per,11119,High,Low,60,0.0323,34.7005461786358,0
19,32.40110851940137,pover_lf_per,11119,High,Low,60,0.0323,34.7005461786358,0
20,10.03303412493189,pover_hf_per,11119,High,Low,60,0.0323,34.7005461786358,0
21,0.2364377715610974,pover_lf_nu,11119,High,Low,60,0.0323,34.7005461786358,0
22,0.7635622284389026,pover_hf_nu,11119,High,Low,60,0.0323,34.7005461786358,0
23,20.08048464615945,SD1,11119,High,Low,60,0.0323,34.7005461786358,0
24,93.94699222314239,SD2,11119,High,Low,60,0.0323,34.7005461786358,0
0,679.0,MeanRR,11119,High,Low,90,0.0248,9.530800086542923,0
1,89.08,MeanBPM,11119,High,Low,90,0.0248,9.530800086542923,0
2,679.0,MedianRR,11119,High,Low,90,0.0248,9.530800086542923,0
3,88.37,MedianBPM,11119,High,Low,90,0.0248,9.530800086542923,0
4,533.0,MinRR,11119,High,Low,90,0.0248,9.530800086542923,0
5,66.23,MinBPM,11119,High,Low,90,0.0248,9.530800086542923,0
6,906.0,MaxRR,11119,High,Low,90,0.0248,9.530800086542923,0
7,112.57,MaxBPM,11119,High,Low,90,0.0248,9.530800086542923,0
8,63.97,SDNN,11119,High,Low,90,0.0248,9.530800086542923,0
9,35.98,RMSSD,11119,High,Low,90,0.0248,9.530800086542923,0
10,79.0,nn50,11119,High,Low,90,0.0248,9.530800086542923,0
11,19.65,pnn50,11119,High,Low,90,0.0248,9.530800086542923,0
12,0.0117,vlf_peak,11119,High,Low,90,0.0248,9.530800086542923,0
13,1068.405418510556,vlf_power,11119,High,Low,90,0.0248,9.530800086542923,0
14,0.1016,lf_peak,11119,High,Low,90,0.0248,9.530800086542923,0
15,1255.1906475914275,lf_power,11119,High,Low,90,0.0248,9.530800086542923,0
16,0.1836,hf_peak,11119,High,Low,90,0.0248,9.530800086542923,0
17,627.9070760148609,hf_power,11119,High,Low,90,0.0248,9.530800086542923,0
18,36.19868816213715,pover_vlf_per,11119,High,Low,90,0.0248,9.530800086542923,0
19,42.52716623202351,pover_lf_per,11119,High,Low,90,0.0248,9.530800086542923,0
20,21.274145605839347,pover_hf_per,11119,High,Low,90,0.0248,9.530800086542923,0
21,0.3334437019085588,pover_lf_nu,11119,High,Low,90,0.0248,9.530800086542923,0
22,0.6665562980914412,pover_hf_nu,11119,High,Low,90,0.0248,9.530800086542923,0
23,25.476766877887812,SD1,11119,High,Low,90,0.0248,9.530800086542923,0
24,86.80095803730784,SD2,11119,High,Low,90,0.0248,9.530800086542923,0
0,716.0,MeanRR,11119,Low,High,30,0.0483,21.703115472625303,0
1,84.75,MeanBPM,11119,Low,High,30,0.0483,21.703115472625303,0
2,720.0,MedianRR,11119,Low,High,30,0.0483,21.703115472625303,0
3,83.33,MedianBPM,11119,Low,High,30,0.0483,21.703115472625303,0
4,312.67,MinRR,11119,Low,High,30,0.0483,21.703115472625303,0
5,66.15,MinBPM,11119,Low,High,30,0.0483,21.703115472625303,0
6,907.0,MaxRR,11119,Low,High,30,0.0483,21.703115472625303,0
7,191.9,MaxBPM,11119,Low,High,30,0.0483,21.703115472625303,0
8,70.61,SDNN,11119,Low,High,30,0.0483,21.703115472625303,0
9,36.7,RMSSD,11119,Low,High,30,0.0483,21.703115472625303,0
10,56.0,nn50,11119,Low,High,30,0.0483,21.703115472625303,0
11,14.97,pnn50,11119,Low,High,30,0.0483,21.703115472625303,0
12,0.0312,vlf_peak,11119,Low,High,30,0.0483,21.703115472625303,0
13,2470.630023130803,vlf_power,11119,Low,High,30,0.0483,21.703115472625303,0
14,0.082,lf_peak,11119,Low,High,30,0.0483,21.703115472625303,0
15,1506.2829844692424,lf_power,11119,Low,High,30,0.0483,21.703115472625303,0
16,0.1523,hf_peak,11119,Low,High,30,0.0483,21.703115472625303,0
17,668.1171001488199,hf_power,11119,Low,High,30,0.0483,21.703115472625303,0
18,53.18867619413885,pover_vlf_per,11119,Low,High,30,0.0483,21.703115472625303,0
19,32.427841144806635,pover_lf_per,11119,Low,High,30,0.0483,21.703115472625303,0
20,14.383482661054517,pover_hf_per,11119,Low,High,30,0.0483,21.703115472625303,0
21,0.3072650267423881,pover_lf_nu,11119,Low,High,30,0.0483,21.703115472625303,0
22,0.6927349732576118,pover_hf_nu,11119,Low,High,30,0.0483,21.703115472625303,0
23,25.98302496873756,SD1,11119,Low,High,30,0.0483,21.703115472625303,0
24,96.4123979621606,SD2,11119,Low,High,30,0.0483,21.703115472625303,0
0,732.0,MeanRR,11119,Low,High,60,0.0109,10.055150959193734,0
1,82.35,MeanBPM,11119,Low,High,60,0.0109,10.055150959193734,0
2,733.0,MedianRR,11119,Low,High,60,0.0109,10.055150959193734,0
3,81.86,MedianBPM,11119,Low,High,60,0.0109,10.055150959193734,0
4,600.0,MinRR,11119,Low,High,60,0.0109,10.055150959193734,0
5,70.26,MinBPM,11119,Low,High,60,0.0109,10.055150959193734,0
6,854.0,MaxRR,11119,Low,High,60,0.0109,10.055150959193734,0
7,100.0,MaxBPM,11119,Low,High,60,0.0109,10.055150959193734,0
8,50.61,SDNN,11119,Low,High,60,0.0109,10.055150959193734,0
9,36.67,RMSSD,11119,Low,High,60,0.0109,10.055150959193734,0
10,75.0,nn50,11119,Low,High,60,0.0109,10.055150959193734,0
