Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD	Length
custom	96	6.04	(1.59)	4.65	(2.1)	5.08	(1.81)	6
cut	711	3.58	(2.26)	5.21	(2.21)	4.54	(1.84)	3
cute	97	7.95	(0.94)	4.85	(2.96)	4.85	(2.21)	4
cyclone	98	3.00	(2.4)	6.48	(2.9)	4.72	(2.78)	7
cynical	2668	3.48	(1.62)	4.80	(1.85)	5.19	(1.82)	7
dad	2669	6.87	(2.32)	5.43	(2.43)	5.18	(2.16)	3
dagger	99	2.60	(1.26)	6.58	(2.44)	4.56	(2.55)	6
daisy	1747	8.00	(1.53)	4.23	(2.74)	4.77	(2.49)	5
damage	712	2.45	(1.34)	6.05	(2.21)	3.59	(1.74)	6
damn	1748	5.00	(2.2)	5.53	(2.23)	5.07	(1.75)	4
damp	1749	2.92	(1.5)	3.58	(2.07)	4.33	(2.02)	4
dance	1750	7.79	(1.72)	6.57	(2.14)	6.36	(2.02)	5
dancer	507	7.46	(1.56)	6.65	(1.92)	6.38	(2.08)	6
dancing	2670	7.57	(1.53)	6.75	(2.13)	5.68	(2.32)	7
dandruff	2671	2.81	(1.70)	3.25	(2.02)	4.25	(2.34)	8
danger	713	1.85	(1.29)	7.42	(2.34)	2.92	(2.08)	6
dangerous	2672	3.20	(1.58)	6.50	(2.07)	4.86	(2.39)	9
dare	1751	5.73	(2.02)	6.87	(2.36)	4.20	(2.46)	4
dark	714	4.52	(2.84)	4.29	(2.45)	5.27	(2.45)	4
darling	2673	6.87	(1.51)	5.33	(2.09)	5.41	(1.64)	7
daughter	1752	6.92	(2.4)	4.62	(2.47)	5.23	(1.74)	8
dawn	715	6.21	(2.25)	4.42	(2.89)	5.33	(1.76)	4
day	1753	6.65	(1.54)	4.76	(2.17)	5.76	(1.64)	3
daydream	2674	6.96	(1.51)	4.65	(2.40)	5.62	(1.97)	8
daylight	716	6.96	(2.13)	4.50	(2.77)	5.38	(2.17)	8
daze	1754	5.17	(1.47)	4.55	(1.75)	4.27	(1.42)	4
dazzle	717	7.24	(1.14)	6.27	(2.07)	6.05	(1.28)	6
dead	588	1.42	(0.76)	6.04	(2.63)	2.73	(2.25)	4
deadly	1755	2.00	(1.26)	6.82	(2.64)	2.91	(2.17)	6
death	100	1.55	(1.61)	4.75	(3.29)	2.55	(2.35)	5
debate	2675	4.69	(1.71)	5.29	(1.98)	5.39	(1.73)	6
debt	101	2.12	(1.21)	6.46	(2.52)	3.04	(2.18)	4
decade	2676	5.04	(1.42)	4.14	(1.98)	4.92	(1.68)	6
decapitate	1756	2.00	(1.89)	6.47	(2.67)	2.80	(2.24)	10
decay	1757	2.50	(1.83)	3.93	(2.34)	3.43	(1.7)	5
deceit	718	2.57	(1.6)	6.00	(2.24)	3.33	(2.18)	6
decency	1758	6.47	(1.36)	4.27	(1.44)	5.60	(1.5)	7
decompose	102	2.62	(1.68)	5.00	(2.37)	3.69	(1.85)	9
decorate	719	7.32	(1.13)	5.52	(1.81)	6.19	(1.72)	8
deed	1759	5.64	(1.57)	5.18	(2.48)	5.09	(1.76)	4
deep	2677	5.05	(1.76)	4.48	(2.20)	5.36	(1.99)	4
defeat	1760	3.14	(2.48)	6.00	(2.18)	3.29	(2.4)	6
defeated	103	2.28	(1.79)	5.65	(3.14)	3.19	(2.55)	8
defecate	1761	2.67	(2.23)	5.00	(3.04)	4.00	(1.25)	8
defend	1762	6.00	(2.03)	6.25	(2.18)	6.44	(2.13)	6
defer	1763	4.07	(1.87)	4.67	(2.69)	4.47	(2.42)	5
defiant	104	4.11	(2.23)	6.41	(2.34)	6.11	(2.67)	7
deficient	2678	3.20	(1.69)	4.37	(2.02)	3.84	(1.80)	9
deformed	720	1.85	(1.39)	4.55	(2.46)	3.60	(1.88)	8
defy	1764	5.50	(2.07)	4.93	(2.62)	6.07	(1.94)	4
delayed	721	3.00	(1.51)	6.09	(2.52)	3.86	(2.21)	7
delicate	2679	5.82	(1.94)	3.56	(2.03)	4.35	(1.99)	8
delicious	2680	8.11	(1.34)	6.14	(2.53)	6.42	(1.96)	9
delight	1765	8.00	(2.14)	7.87	(1.36)	5.67	(2.74)	7
delightful	2681	7.99	(1.50)	5.65	(2.43)	6.00	(1.85)	10
delude	1766	4.87	(1.25)	4.64	(1.69)	5.43	(1.5)	6
demand	1767	3.33	(1.35)	6.07	(1.28)	4.00	(2.17)	6
democracy	1768	6.93	(1.77)	5.29	(2.23)	5.36	(2.02)	9
demolish	2682	3.22	(1.72)	4.98	(1.99)	4.98	(2.41)	8
demon	106	1.39	(1.03)	7.32	(2.34)	4.78	(3.16)	5
demonic	2683	2.08	(1.57)	5.40	(2.76)	4.07	(2.76)	7
den	1769	5.55	(0.93)	3.64	(1.57)	5.45	(0.93)	3
denial	1770	3.38	(1.75)	6.47	(1.85)	3.67	(2.13)	6
denote	1771	4.60	(1.5)	4.33	(2.26)	4.73	(1.53)	6
dense	2684	4.39	(1.32)	3.63	(2.01)	5.02	(1.96)	5
dent	1772	2.80	(1.52)	5.80	(2.08)	4.27	(2.09)	4
dentist	589	4.46	(2.2)	5.85	(1.67)	4.00	(2.3)	7
deny	1773	3.86	(1.29)	4.71	(2.13)	3.93	(1.21)	4
depart	1774	3.14	(2.25)	5.21	(2.69)	3.50	(2.18)	6
depressed	107	1.58	(1.36)	5.06	(3.18)	2.68	(2.34)	9
depression	108	1.27	(0.72)	4.54	(3.35)	2.92	(2.45)	10
derelict	722	4.10	(1.77)	4.09	(2.18)	4.62	(1.4)	8
descent	1775	4.73	(1.27)	4.55	(2.11)	4.36	(1.5)	7
desert	1776	6.25	(2.49)	5.92	(2.31)	5.33	(2.39)	6
deserter	109	1.90	(1.32)	5.86	(2.63)	3.24	(2.13)	8
desire	508	7.65	(1.5)	7.46	(1.63)	6.77	(1.7)	6
desk	1777	4.67	(1.29)	4.47	(1.6)	4.87	(1.46)	4
despair	2685	2.93	(1.80)	4.71	(2.08)	4.08	(2.09)	7
despairing	110	2.19	(1.06)	5.72	(2.39)	3.13	(2.01)	10
desperate	2686	2.63	(1.45)	5.14	(2.66)	3.33	(2.19)	9
despise	111	2.00	(1.5)	6.52	(2.49)	4.38	(2.97)	7
dessert	2687	7.38	(2.11)	6.38	(2.41)	5.34	(2.18)	7
destroy	112	2.12	(1.42)	7.04	(2.18)	4.50	(2.93)	7
destruction	723	2.04	(1.71)	5.58	(2.86)	3.12	(2.14)	11
detach	1778	3.00	(1.86)	4.42	(2.84)	4.08	(2.81)	6
detached	113	3.88	(1.82)	4.31	(2.65)	3.58	(2.32)	8
detail	724	5.35	(1.69)	3.80	(2.12)	4.95	(1.61)	6
detain	1779	3.07	(1.49)	5.93	(1.79)	3.07	(1.71)	6
detest	114	1.92	(1.13)	6.15	(2.49)	5.85	(2.81)	6
devil	115	1.96	(1.91)	6.76	(2.33)	5.04	(2.85)	5
devote	1780	6.71	(0.99)	5.14	(1.61)	6.57	(1.45)	6
devoted	116	7.52	(1.35)	5.07	(2.34)	6.62	(2.13)	7
devour	1781	5.80	(1.32)	4.93	(2.12)	5.27	(1.87)	6
dew	1782	5.71	(1.68)	3.29	(1.9)	4.93	(1.54)	3
diamond	117	7.92	(1.13)	5.80	(2.97)	5.64	(2.02)	7
diary	1783	5.91	(1.04)	3.91	(1.7)	6.64	(1.69)	5
dice	1784	5.67	(1.05)	4.47	(1.88)	5.20	(1.57)	4
dictator	2688	2.02	(1.55)	5.68	(2.85)	3.31	(2.90)	8
die	1785	1.46	(0.97)	6.46	(2.82)	1.85	(1.91)	3
different	2689	5.64	(1.66)	5.15	(1.76)	5.22	(1.71)	9
difficult	1786	2.00	(1)	6.38	(2.47)	4.23	(3.39)	9
dignified	118	7.29	(1.4)	4.63	(2.41)	6.15	(2.39)	9
dine	2690	6.27	(1.84)	4.71	(2.07)	5.78	(1.84)	4
dinner	509	6.85	(1.71)	5.35	(1.9)	5.73	(1.91)	6
diploma	119	8.18	(1.5)	5.68	(3.09)	6.95	(2.55)	7
dirt	725	3.90	(1.59)	4.15	(2.16)	4.70	(0.98)	4
dirty	590	2.35	(1.26)	4.58	(1.77)	4.58	(1.75)	5
disability	1787	2.43	(1.22)	4.93	(2.62)	2.36	(1.55)	10
disappoint	120	2.26	(1.42)	5.13	(2.72)	3.13	(2.44)	10
disappointed	1788	1.62	(1.19)	4.69	(3.09)	2.85	(2.38)	12
disappointment	1789	2.07	(1.38)	4.50	(2.93)	2.36	(1.65)	14
disaster	121	1.20	(0.52)	6.60	(2.89)	3.40	(2.89)	8
discomfort	726	1.95	(0.83)	4.65	(2.56)	4.05	(1.9)	10
discount	1790	7.80	(1.47)	6.73	(1.87)	6.40	(1.59)	8
discouraged	122	3.00	(2.68)	4.87	(1.94)	3.87	(2.26)	11
discovery	2691	6.65	(1.70)	5.49	(2.53)	6.00	(1.91)	9
discuss	2692	5.33	(1.24)	4.65	(2.13)	5.71	(1.59)	7
disdainful	123	3.56	(2)	5.22	(2.3)	4.41	(1.98)	10
disease	1791	2.00	(1.31)	5.20	(2.48)	2.40	(1.59)	7
disgrace	2693	2.27	(1.37)	4.42	(2.73)	4.25	(2.68)	8
disgusted	124	2.35	(1.4)	6.04	(2.51)	4.04	(2.08)	9
disgusting	1792	2.47	(0.99)	5.13	(2.67)	3.27	(1.94)	10
dishes	1793	3.41	(1.23)	3.88	(2.26)	4.76	(1.03)	6
dishwasher	2694	4.84	(1.58)	3.38	(1.91)	5.36	(1.79)	10
disk	1794	5.00	(0.43)	4.00	(1.71)	5.67	(1.3)	4
dislike	2695	2.94	(1.39)	4.18	(1.95)	5.45	(2.09)	7
disloyal	125	1.65	(1.65)	7.04	(1.78)	3.15	(2.77)	8
dismissive	2696	2.95	(1.45)	4.14	(1.95)	4.11	(2.08)	10
disobedient	2697	2.84	(1.55)	4.88	(2.28)	4.57	(2.22)	11
disobey	2698	3.22	(1.65)	5.01	(2.15)	4.99	(2.30)	7
disorder	1795	2.55	(1.51)	5.36	(2.38)	2.64	(1.5)	8
displeased	126	2.81	(2.32)	6.15	(2.43)	3.85	(2.27)	10
disrespect	2699	2.26	(1.25)	4.87	(2.55)	4.50	(2.58)	10
disrespectful	2700	2.55	(1.71)	4.98	(2.10)	4.96	(2.01)	13
disruptive	2701	3.00	(1.54)	5.46	(2.44)	4.87	(2.27)	10
dissolve	2702	4.49	(1.41)	3.70	(1.89)	4.82	(1.47)	8
distracted	1796	4.07	(1.98)	5.21	(2.29)	3.36	(1.34)	10
distress	1797	2.33	(1.99)	5.67	(1.88)	2.93	(2.02)	8
distressed	127	1.91	(1.28)	6.39	(2.54)	3.17	(2.44)	10
distrust	2703	2.26	(1.34)	4.99	(2.58)	4.12	(2.42)	8
disturb	727	3.65	(2.19)	5.85	(2.68)	4.88	(2.16)	7
disturbance	2704	2.91	(1.50)	4.76	(2.29)	4.67	(1.82)	11
diver	510	6.31	(1.49)	5.12	(1.68)	4.88	(1.93)	5
divert	1798	3.69	(1.84)	6.00	(2.61)	4.69	(2.32)	6
divorce	128	2.08	(1.94)	7.16	(2.19)	2.88	(2.01)	7
doctor	129	5.48	(2.65)	6.04	(2.76)	4.79	(2.85)	6
dog	511	7.46	(1.7)	6.12	(1.93)	6.08	(2.13)	3
doll	728	6.88	(1.83)	4.88	(2.49)	4.96	(1.95)	4
dollar	729	7.74	(1.28)	6.00	(2.81)	5.74	(2.58)	6
donate	1799	7.38	(1.45)	4.62	(2.53)	7.08	(1.71)	6
donkey	1800	4.85	(0.99)	3.25	(1.91)	5.17	(1.27)	6
donor	1801	6.83	(1.53)	5.58	(1.93)	6.42	(1.88)	5
door	130	5.12	(1.42)	3.42	(2.19)	4.62	(1.83)	4
doorbell	2705	5.42	(1.25)	4.59	(2.21)	5.35	(1.50)	8
dork	2706	4.91	(2.07)	4.22	(2.09)	5.00	(2.15)	4
doubt	1802	2.17	(0.94)	5.08	(2.07)	2.67	(1.61)	5
doubtful	1803	3.43	(1.22)	4.43	(2.44)	3.50	(1.4)	8
dough	1804	6.25	(1.29)	4.38	(2.06)	6.06	(1.69)	5
doughnut	2707	7.11	(1.96)	5.70	(2.62)	5.66	(2.29)	8
dove	730	7.32	(1.52)	3.09	(2.49)	5.00	(1.66)	4
dozen	2708	5.24	(1.17)	3.95	(1.94)	5.22	(1.24)	5
dragon	1805	4.43	(1.7)	5.00	(2.32)	4.21	(1.93)	6
drama	1806	3.21	(2.42)	7.00	(1.84)	5.14	(2.38)	5
dreadful	131	2.19	(1.9)	5.92	(2.62)	3.50	(2.47)	8
dream	132	6.92	(1.83)	4.62	(2.91)	6.04	(2.03)	5
dreaming	2709	7.05	(1.75)	5.27	(2.44)	5.45	(1.86)	8
dreams	1807	7.54	(1.27)	6.46	(2.22)	5.38	(2.75)	6
dreary	731	2.86	(1.71)	2.91	(2.27)	3.81	(1.72)	6
dress	133	6.77	(1.45)	3.65	(1.92)	5.26	(2.03)	5
drill	1808	3.93	(1.39)	5.67	(1.88)	4.07	(1.22)	5
driver	1809	6.07	(1.03)	4.73	(1.28)	6.20	(1.93)	6
drool	2710	4.45	(1.80)	3.84	(2.09)	5.04	(1.93)	5
droop	1810	2.86	(1.79)	3.29	(1.73)	4.14	(0.77)	5
drown	1811	2.09	(1.58)	7.73	(1.42)	2.45	(2.21)	5
drugs	1812	3.00	(1.41)	5.93	(2.6)	4.07	(2.63)	5
drunk	1813	6.25	(2.72)	6.00	(2.34)	3.13	(2.03)	5
dry	2711	4.22	(1.36)	3.18	(1.85)	4.98	(1.97)	3
dryer	1814	5.00	(1.15)	3.62	(1.66)	5.38	(1.56)	5
ducks	1815	6.64	(1.55)	4.77	(2.31)	5.31	(1.18)	5
duct	1816	5.00	(1)	4.07	(2.09)	4.93	(1.62)	4
duet	1817	6.33	(1.29)	5.87	(1.36)	5.20	(1.57)	4
dull	2712	3.33	(1.40)	2.80	(2.03)	4.51	(2.44)	4
dumb	1818	2.86	(2.25)	4.00	(2.38)	3.00	(1.78)	4
dummy	732	3.76	(1.95)	4.32	(2.36)	3.86	(2.2)	5
dump	733	2.73	(1.61)	4.05	(2.16)	3.62	(1.96)	4
dune	1819	5.20	(1.86)	3.73	(2.02)	4.53	(1.06)	4
dusk	1820	5.36	(1.69)	3.71	(2.13)	4.64	(1.01)	4
dust	1821	3.38	(1.67)	4.38	(1.59)	4.63	(1.45)	4
dustpan	555	3.73	(1.61)	3.50	(2.2)	5.50	(1.96)	7
duty	1822	5.94	(1.88)	4.75	(2.11)	5.31	(1.85)	4
dwarf	1823	4.79	(1.53)	4.43	(1.7)	5.00	(1.41)	5
dwell	1824	4.47	(1.77)	4.60	(1.68)	5.07	(2.05)	5
dying	2713	1.83	(1.49)	5.06	(2.81)	2.83	(2.43)	5
eager	1825	7.93	(1)	6.79	(2.04)	5.36	(1.86)	5
eagerness	1826	6.50	(2.15)	6.92	(1.68)	5.50	(1.83)	9
eagle	1827	5.47	(1.13)	4.27	(1.53)	4.80	(1.52)	5
earn	2714	6.78	(1.99)	4.98	(2.52)	6.06	(2.22)	4
earth	134	7.35	(1.65)	4.32	(2.7)	5.04	(2.23)	5
ease	1828	7.20	(1.52)	3.87	(2.8)	6.87	(2.36)	4
easel	1829	5.60	(1.4)	4.73	(1.67)	5.40	(1.84)	5
easy	734	7.11	(1.7)	3.47	(2.82)	6.79	(1.69)	4
easygoing	135	7.38	(1.52)	4.43	(2.54)	5.32	(1.74)	9
eat	136	7.05	(1.93)	5.00	(2.49)	5.30	(2.08)	3
eccentric	2715	6.22	(1.74)	5.47	(2.22)	5.55	(1.53)	9
echo	1830	5.88	(1.5)	4.69	(1.58)	4.94	(1.06)	4
ecstasy	735	7.80	(1.88)	6.90	(2.29)	6.25	(2.31)	7
ecstatic	1831	8.23	(1.69)	7.33	(2.27)	6.17	(1.8)	8
education	137	6.80	(2.06)	5.85	(2.52)	6.38	(2.7)	9
effective	1832	7.06	(1.65)	5.31	(2.65)	6.19	(2.88)	9
efficient	1833	7.85	(1.68)	6.46	(2.03)	6.92	(2.9)	9
egg	736	5.42	(1.96)	4.00	(2.22)	4.67	(2.01)	3
ego	1834	4.53	(1.13)	4.20	(1.61)	5.93	(1.87)	3
egomaniac	2716	3.09	(1.60)	4.79	(2.33)	4.82	(2.21)	9
egotistical	2717	3.33	(1.76)	4.53	(2.29)	5.47	(2.52)	11
ejaculate	1835	5.55	(1.21)	6.45	(1.63)	4.45	(1.63)	9
elated	138	7.43	(1.95)	6.22	(2.47)	5.52	(2.13)	6
elbow	737	5.32	(1.17)	4.10	(2.19)	4.95	(1.28)	5
elderly	1836	5.31	(2.66)	4.08	(2.47)	3.69	(1.84)	7
electricity	2718	5.59	(1.12)	4.88	(1.97)	5.14	(1.58)	11
electrocute	2719	2.45	(1.75)	6.26	(2.53)	4.02	(2.53)	11
electronic	2720	6.07	(1.54)	4.87	(2.26)	5.57	(1.75)	10
elegant	139	7.56	(1.13)	4.39	(2.55)	6.13	(2)	7
elephant	1837	6.38	(2.22)	5.92	(2.5)	5.54	(2.93)	8
elevator	738	5.76	(1.48)	4.73	(1.75)	4.62	(1.77)	8
embark	1838	6.29	(1.68)	5.86	(2.6)	5.86	(1.83)	6
embarrass	1839	2.23	(1.42)	6.69	(2.66)	2.69	(2.56)	9
embarrassed	140	2.43	(1.41)	5.87	(2.69)	2.48	(1.31)	11
embarrassment	1840	2.27	(1.91)	7.07	(2.02)	1.73	(1.58)	13
embattled	141	4.15	(1.35)	5.15	(2.43)	4.69	(1.54)	9
embrace	2721	7.09	(1.64)	5.66	(2.48)	5.97	(2.08)	7
emerald	2722	6.39	(1.47)	4.64	(2.06)	5.56	(1.43)	7
emergency	2723	3.27	(1.35)	6.49	(2.36)	4.03	(2.29)	9
emotional	1841	3.75	(1.71)	5.50	(1.73)	3.58	(1.68)	9
empathy	1842	5.85	(2.61)	5.75	(2.14)	4.92	(2.11)	7
empire	1843	6.33	(1.45)	5.20	(1.82)	6.07	(2.55)	6
employment	147	6.72	(1.7)	5.20	(2.16)	6.02	(2.22)	10
enable	1844	6.33	(1.4)	5.07	(1.94)	5.93	(1.39)	6
encourage	1845	7.73	(1.62)	5.64	(2.31)	6.86	(1.46)	9
end	1846	3.13	(1.63)	4.81	(2.23)	3.88	(1.45)	3
endure	1847	4.50	(1.41)	5.50	(1.9)	4.94	(2.14)	6
energetic	2724	7.42	(1.73)	6.20	(2.91)	6.33	(2.07)	9
energy	1848	7.47	(1.36)	6.60	(2.26)	6.73	(1.49)	6
enforcement	1849	3.87	(1.51)	5.60	(1.64)	3.80	(2.01)	11
engage	1850	7.00	(1.79)	6.91	(1.51)	5.73	(2.1)	6
engaged	143	8.34	(1.2)	7.14	(2.09)	6.64	(2.48)	7
engine	148	5.09	(1.23)	3.66	(2.38)	4.97	(1.85)	6
engulf	1851	4.92	(1.88)	5.17	(2.04)	4.83	(2.62)	6
enjoy	1852	8.21	(1.37)	7.00	(1.52)	6.64	(1.39)	5
enjoyment	145	7.88	(1.2)	4.80	(2.72)	6.54	(2.02)	9
enlighten	2725	7.24	(1.54)	5.54	(2.18)	5.74	(1.89)	9
enlist	1853	3.44	(1.67)	5.75	(1.95)	3.69	(1.58)	6
ennui	146	5.06	(1.82)	4.58	(2.31)	4.55	(1.86)	5
enraged	149	2.52	(1.68)	8.00	(2.22)	5.86	(2.96)	7
entertain	2726	6.84	(1.90)	5.72	(2.27)	5.47	(1.85)	9
entertainment	2727	6.82	(2.07)	5.37	(2.36)	5.39	(1.78)	13
enthusiasm	2728	7.89	(1.55)	6.56	(2.42)	6.06	(1.97)	10
enthusiastic	1854	8.57	(0.76)	7.46	(2.37)	6.92	(1.8)	12
entry	1855	5.71	(1.05)	4.35	(2.18)	5.82	(1.38)	5
envelope	2729	4.85	(1.34)	3.67	(2.14)	5.38	(1.88)	8
envious	1856	3.21	(1.81)	5.69	(2.36)	4.69	(2.36)	7
envy	1857	3.19	(1.33)	5.50	(1.75)	3.88	(1.59)	4
enzyme	1858	4.67	(2.06)	4.40	(2.5)	3.87	(1.55)	6
equal	2730	7.11	(1.78)	4.85	(2.38)	6.15	(1.78)	5
erase	1859	4.07	(1.49)	4.20	(1.82)	4.87	(1.85)	5
erasure	1860	5.13	(0.5)	4.50	(1.59)	5.00	(0.73)	7
erect	1861	5.69	(2.44)	6.25	(2.29)	5.63	(2.19)	5
erode	1862	3.43	(1.5)	4.77	(2.28)	3.69	(2.32)	5
erotic	512	6.73	(1.59)	6.77	(2.03)	5.77	(2.25)	6
err	1863	3.82	(2.35)	4.82	(2.07)	3.88	(1.58)	3
errand	150	4.88	(1.03)	4.08	(1.78)	4.24	(1.42)	6
erupt	1864	5.06	(1.48)	6.69	(2.12)	3.69	(2.15)	5
escape	2731	5.11	(2.22)	6.07	(2.23)	5.37	(2.26)	6
essence	1865	7.07	(1.49)	5.43	(2.21)	5.86	(1.29)	7
estate	1866	5.85	(2.08)	4.00	(2.35)	5.15	(1.77)	6
evade	1867	4.07	(2.15)	4.47	(2.13)	4.73	(1.62)	5
evening	2732	6.26	(1.74)	4.59	(2.40)	5.56	(1.61)	7
event	740	6.00	(1.26)	4.55	(2.19)	5.30	(0.8)	5
evict	1868	2.91	(1.22)	6.18	(2.27)	2.82	(1.33)	5
evidence	2733	5.42	(1.29)	4.76	(1.88)	5.46	(1.59)	8
evil	741	2.46	(2.35)	6.27	(2.54)	4.62	(2.98)	4
evolve	2734	6.14	(1.58)	4.55	(2.19)	5.67	(1.73)	6
exalt	1869	6.40	(1.64)	5.36	(2.71)	6.00	(1.47)	5
exam	1870	2.07	(1.49)	7.50	(2.38)	2.93	(2.37)	4
examine	2735	4.59	(1.56)	4.67	(2.00)	5.22	(2.07)	7
exasperation	1871	4.23	(2.13)	5.62	(2.99)	4.23	(2.05)	12
excel	1872	7.36	(1.74)	4.93	(2.73)	6.79	(1.97)	5
excellence	151	8.41	(1.02)	5.83	(2.78)	7.24	(2.4)	10
excellent	2736	7.16	(2.29)	5.64	(2.76)	6.22	(2.39)	9
excessive	2737	4.31	(1.71)	4.47	(1.95)	4.98	(1.90)	9
excite	1873	7.82	(1.25)	7.36	(1.57)	6.09	(1.51)	6
excitement	152	7.83	(2.09)	8.07	(1.46)	6.48	(2.29)	10
excrement	1874	4.12	(2.47)	5.29	(2.42)	4.53	(1.81)	9
excuse	153	4.19	(1.02)	4.20	(2.02)	4.32	(1.95)	6
execution	154	1.78	(1.54)	5.83	(2.77)	4.00	(2.95)	9
exercise	155	7.26	(1.36)	6.65	(1.99)	5.43	(2.25)	8
exert	1875	5.09	(1.7)	5.64	(2.01)	6.00	(1.34)	5
exhale	1876	6.08	(1.98)	4.27	(1.68)	6.36	(1.8)	6
exhaust	1877	3.69	(1.74)	3.69	(2.09)	4.25	(1.53)	7
exhilaration	1878	7.36	(1.6)	6.64	(2.71)	6.07	(1.9)	12
exist	1879	6.46	(2.03)	5.15	(2.48)	5.00	(2.31)	5
expand	2738	5.88	(1.55)	4.89	(2.18)	5.98	(1.70)	6
expel	1880	2.53	(1.46)	5.93	(1.94)	3.33	(2.26)	5
expensive	1881	5.31	(2.5)	6.92	(1.24)	4.67	(2.27)	9
expert	1882	6.27	(2.05)	4.73	(2.19)	5.73	(2.81)	6
expire	1883	3.40	(1.35)	4.27	(2.15)	4.67	(1.91)	6
explain	2739	5.20	(1.34)	4.51	(1.89)	5.31	(1.75)	7
explore	2740	6.90	(1.87)	6.14	(2.35)	6.00	(2.02)	7
explosion	1884	4.54	(3.36)	8.00	(1.73)	3.31	(2.75)	9
extensive	2741	4.88	(1.48)	4.57	(1.76)	4.98	(1.29)	9
extent	1885	5.29	(0.59)	3.82	(2.01)	5.00	(1.41)	6
extravagant	2742	6.92	(1.90)	5.98	(2.26)	6.14	(1.93)	11
extreme	1886	6.08	(2.54)	7.75	(1.66)	5.08	(1.83)	7
eye	1887	6.15	(1.72)	5.17	(1.99)	4.83	(1.53)	3
fabric	742	5.38	(0.97)	4.32	(2.15)	5.24	(1.76)	6
fabulous	2743	7.98	(1.61)	6.25	(2.62)	6.20	(2.38)	8
face	556	6.65	(1.41)	5.31	(2)	6.04	(1.59)	4
fact	1888	5.62	(1.45)	4.92	(1.44)	4.83	(1.34)	4
factory	1889	3.46	(1.51)	4.17	(1.59)	4.17	(2.21)	7
fad	1890	4.45	(1.44)	3.36	(1.91)	4.27	(1.56)	3
fail	1891	1.93	(2.15)	6.67	(2.79)	2.80	(2.54)	4
failure	156	1.36	(0.81)	5.52	(2.86)	2.24	(2.33)	7
fair	1892	7.20	(1.52)	5.67	(1.68)	5.87	(1.92)	4
fairy	1893	6.60	(1.35)	4.60	(1.99)	5.53	(1.64)	5
faith	1894	7.60	(1.35)	6.27	(2.43)	5.67	(1.8)	5
fake	1895	2.75	(1.44)	4.88	(2.39)	4.44	(1.93)	4
falcon	1896	5.07	(1.9)	4.00	(2.2)	5.69	(1.25)	6
fall	743	4.32	(2.23)	4.81	(2.32)	3.71	(2.17)	4
false	1897	3.53	(1.84)	4.65	(2.06)	3.76	(1.44)	5
falter	1898	3.69	(1.45)	4.88	(2.78)	3.69	(2.09)	6
fame	157	7.93	(1.31)	7.14	(1.96)	7.00	(2.11)	4
familiar	2744	6.51	(1.51)	3.73	(2.09)	6.36	(2.10)	8
family	158	7.77	(1.37)	4.64	(2.81)	6.00	(1.92)	6
famine	1899	1.79	(1.12)	5.71	(2.73)	2.07	(1.59)	6
famous	745	6.69	(2.49)	5.68	(2.66)	6.12	(2.27)	6
fan	1900	6.69	(1.6)	6.00	(2.09)	5.25	(1.91)	3
fancy	2745	6.80	(1.69)	5.75	(1.94)	5.95	(1.91)	5
fang	2746	4.38	(1.42)	4.94	(2.14)	4.95	(1.62)	4
fantastic	2747	7.76	(1.28)	6.43	(2.23)	5.96	(2.08)	9
fantasy	746	7.42	(2.16)	4.54	(2.94)	6.23	(2.14)	7
farm	557	5.65	(1.74)	4.19	(1.96)	5.50	(1.94)	4
farmer	1901	5.27	(1.79)	3.87	(2.07)	6.33	(1.8)	6
fart	2748	4.00	(2.45)	4.27	(2.59)	4.76	(2.60)	4
fascinate	159	7.44	(1.39)	5.72	(2.82)	6.38	(1.98)	9
fashion	1902	7.64	(1.65)	6.71	(2.3)	6.43	(1.79)	7
fat	160	1.75	(1.62)	6.50	(2.54)	3.60	(3.07)	3
fate	1903	6.07	(2.05)	6.13	(2.13)	4.07	(2.89)	4
father	161	7.26	(2.24)	6.22	(2.35)	6.83	(2.21)	6
fatigue	2749	2.84	(1.63)	3.33	(2.27)	3.45	(2.28)	7
fatigued	162	3.05	(1.54)	2.60	(2.39)	3.30	(1.66)	8
fault	747	3.75	(1.07)	4.45	(1.36)	3.95	(1.23)	5
favor	748	6.36	(1.53)	4.23	(1.8)	5.86	(1.67)	5
favorite	2750	7.25	(1.74)	6.17	(2.00)	5.83	(1.99)	8
fawn	1904	6.25	(1.73)	3.75	(2.11)	4.63	(1.15)	4
fear	592	1.85	(1.22)	7.19	(1.86)	2.62	(1.88)	4
fearful	163	2.31	(1.26)	6.65	(2.23)	3.69	(2.35)	7
feast	2751	6.65	(1.98)	5.53	(2.31)	6.09	(2.07)	5
feat	1905	5.38	(1.85)	5.15	(1.14)	5.15	(2.12)	4
feeble	164	3.04	(1.28)	4.20	(1.83)	2.60	(1.66)	6
feeling	1906	6.82	(1.33)	5.36	(1.69)	6.27	(1.27)	7
feet	1907	4.13	(2.2)	4.20	(1.78)	6.00	(1.93)	4
female	1908	7.60	(1.4)	4.93	(1.98)	6.07	(1.44)	6
fence	1909	4.77	(0.6)	3.85	(1.82)	4.31	(1.11)	5
fender	1910	4.00	(1.62)	4.43	(2.5)	4.64	(1.15)	6
fern	1911	5.33	(1.5)	3.93	(1.87)	5.20	(1.42)	4
