Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD	Length
hysterical	2068	3.92	(2.72)	6.62	(2.47)	4.31	(2.06)	10
ice	2069	5.64	(0.92)	4.36	(1.91)	5.45	(0.93)	3
icebox	799	4.91	(1.11)	3.59	(2.22)	5.09	(1.02)	6
idea	800	7.57	(1.33)	6.14	(1.83)	6.90	(2.1)	4
identity	801	6.95	(1.76)	4.80	(2.19)	6.50	(2.04)	8
idiot	223	3.00	(1.62)	3.83	(2.52)	2.39	(1.62)	5
idol	802	6.55	(1.93)	5.15	(2.08)	5.20	(2.31)	4
ignite	2070	6.13	(2.03)	6.14	(1.83)	5.57	(1.7)	6
ignorance	803	3.21	(2.62)	4.83	(2.66)	4.38	(2.39)	9
ignore	2071	3.00	(2.31)	5.69	(2.43)	3.69	(2.78)	6
illness	804	2.27	(1.35)	4.82	(2.26)	2.77	(1.66)	7
imagination	2837	7.24	(1.48)	6.07	(2.26)	6.10	(1.73)	11
imaginative	2838	7.27	(1.35)	6.14	(2.16)	6.07	(1.91)	11
imagine	805	7.52	(1.44)	6.32	(2.17)	7.62	(1.75)	7
immature	806	2.65	(1.35)	4.10	(1.94)	4.75	(2.31)	8
immense	2839	5.36	(1.28)	4.86	(1.90)	5.20	(1.54)	7
immoral	807	3.29	(2.05)	5.17	(2.53)	4.67	(2.06)	7
impair	808	3.00	(2.14)	4.46	(2.3)	4.00	(2.43)	6
impart	2072	4.77	(0.6)	3.85	(1.99)	5.77	(1.48)	6
impatient	2073	2.87	(1.3)	5.87	(2.97)	4.00	(2.54)	9
impede	2074	4.25	(1.69)	4.50	(2.13)	3.93	(1.75)	6
important	2840	6.56	(1.80)	5.36	(2.07)	6.56	(2.07)	9
impose	2075	3.00	(1.18)	5.14	(2.11)	4.07	(1.82)	6
impossible	2841	3.63	(1.79)	5.32	(2.22)	4.24	(2.44)	10
impotent	224	2.54	(1.56)	4.50	(2.32)	2.92	(2.06)	8
impressed	225	7.62	(1.7)	5.24	(2.76)	5.28	(2.41)	9
impressive	2842	7.49	(1.38)	5.66	(2.18)	5.95	(2.06)	10
improve	226	7.90	(1.02)	5.80	(2.07)	6.20	(2.14)	7
inadequate	2843	2.64	(1.54)	4.98	(2.07)	3.88	(2.46)	10
incentive	809	6.95	(1.96)	5.95	(2.44)	5.90	(2.43)	9
incite	2844	4.94	(1.85)	4.96	(1.95)	5.51	(1.43)	6
income	2845	6.22	(1.84)	4.90	(2.07)	5.88	(1.63)	6
incompetent	2846	2.98	(1.71)	4.92	(2.25)	4.00	(2.18)	11
incorrect	2847	3.56	(1.38)	4.47	(1.97)	4.20	(2.13)	9
incubator	2076	3.87	(2.17)	4.57	(2.24)	4.43	(2.24)	9
indict	2077	4.92	(1.24)	4.75	(1.66)	5.08	(1.51)	6
indifferent	810	4.46	(1.06)	3.17	(1.97)	4.96	(1.55)	11
industry	227	5.06	(1.7)	4.34	(2.48)	4.56	(2.03)	8
infant	811	7.95	(1.5)	5.50	(2.61)	5.80	(2.57)	6
infatuated	2078	6.36	(2.16)	6.36	(2.42)	4.55	(1.29)	10
infatuation	516	6.50	(2.21)	6.96	(1.75)	4.32	(2.08)	11
infect	2079	2.00	(1.26)	5.18	(2.86)	3.00	(1.48)	6
infection	228	1.48	(0.85)	5.22	(2.84)	3.35	(2.62)	9
inferior	812	3.05	(1.15)	4.45	(1.88)	2.55	(1.79)	8
inferiority	2848	2.42	(1.74)	4.61	(2.60)	2.77	(2.37)	11
infest	2080	2.73	(1.49)	5.36	(2.11)	3.36	(1.57)	6
infinite	2849	6.14	(1.96)	5.10	(2.39)	4.38	(2.20)	8
inform	2081	5.73	(0.65)	3.55	(1.92)	5.73	(1.19)	6
ingest	2082	5.00	(1.85)	5.27	(1.22)	5.47	(1.3)	6
inhabitant	813	5.27	(1.32)	3.27	(2.1)	5.18	(1.56)	10
inhale	2850	5.73	(1.44)	4.18	(2.04)	5.65	(1.74)	6
inhumane	2851	2.00	(1.44)	5.41	(2.69)	4.44	(2.41)	8
inject	2083	2.79	(2.01)	5.64	(2.82)	3.43	(2.06)	6
injection	2084	2.86	(1.56)	6.46	(2.15)	3.38	(1.33)	9
injure	2085	2.50	(1.75)	5.75	(2.32)	3.63	(2.25)	6
injury	595	1.85	(1.16)	5.81	(1.86)	3.35	(1.23)	6
ink	229	5.08	(0.63)	4.00	(1.91)	4.64	(2.02)	3
innocence	2086	7.13	(1.55)	5.27	(2.69)	5.60	(2.53)	9
innocent	814	6.76	(1.3)	3.82	(2.2)	5.38	(2.42)	8
insane	815	2.23	(1.8)	5.95	(2.63)	3.41	(2.06)	6
insect	816	3.68	(2.32)	4.19	(2.62)	4.24	(2.68)	6
insecure	230	2.41	(1.45)	6.14	(2.29)	2.28	(1.98)	8
insist	2087	4.62	(2.06)	5.85	(2.12)	5.54	(2.03)	6
insolent	231	4.12	(1.75)	5.19	(2.28)	4.27	(2.16)	8
inspiration	2852	7.39	(1.79)	6.20	(2.37)	5.78	(2.13)	11
inspirational	2853	7.63	(1.28)	6.16	(2.31)	6.27	(1.90)	13
inspire	232	7.35	(1.23)	4.96	(2.88)	6.48	(2.25)	7
inspired	233	7.58	(1.77)	6.04	(2.86)	6.85	(2.43)	8
instruct	2854	5.68	(1.62)	4.84	(2.05)	6.21	(1.90)	8
instrument	2088	6.64	(1.74)	5.21	(2.39)	5.57	(1.95)	10
insult	817	1.68	(1.13)	6.55	(2.44)	2.95	(1.73)	6
insurance	2855	5.18	(1.85)	4.45	(2.48)	5.31	(2.44)	9
integrity	2856	6.80	(1.69)	4.92	(2.03)	5.88	(2.12)	9
intellect	818	6.88	(1.82)	4.92	(2.77)	5.92	(2.04)	9
intelligence	2089	8.15	(1.28)	6.92	(1.78)	6.50	(2.32)	12
intelligent	2857	7.78	(1.33)	6.02	(2.21)	6.39	(2.41)	11
intense	2858	5.14	(1.82)	6.16	(2.17)	5.69	(2.08)	7
intent	2090	5.36	(1.21)	4.09	(1.81)	5.00	(1.55)	6
intercourse	819	7.05	(1.46)	6.68	(2.19)	6.09	(1.82)	11
interest	234	7.30	(1.82)	5.87	(2.62)	5.83	(1.7)	8
interested	2091	7.12	(1.36)	5.35	(2.37)	5.88	(1.83)	10
interesting	2859	6.64	(1.44)	5.83	(1.93)	5.47	(1.55)	11
intimate	821	7.52	(1.81)	6.92	(2.45)	5.72	(2.46)	8
intoxicated	2092	4.35	(2.47)	5.76	(2.31)	3.65	(2.55)	11
introductory	2860	5.51	(1.51)	4.24	(1.93)	5.22	(1.19)	12
intruder	822	2.08	(2.19)	7.15	(2.46)	3.42	(2.82)	8
invade	2093	2.60	(1.55)	6.87	(1.68)	3.07	(2.22)	6
invader	823	2.46	(1.91)	6.50	(2.13)	4.04	(2.82)	7
invent	2094	6.93	(1.39)	5.87	(2.33)	6.00	(2.3)	6
invest	824	6.25	(1.86)	4.80	(2.76)	6.10	(1.71)	6
iron	565	4.54	(1.03)	3.54	(1.86)	4.96	(1.4)	4
irony	2095	6.29	(1.49)	5.00	(1.47)	4.43	(1.55)	5
irritate	235	3.26	(1.71)	6.17	(1.92)	4.91	(1.93)	8
irritated	2096	2.00	(1.6)	6.60	(2.32)	4.07	(1.58)	9
island	2097	8.29	(1.07)	6.00	(2.51)	5.79	(1.76)	6
isolation	2098	2.20	(1.82)	5.33	(2.5)	2.80	(1.78)	9
issue	2099	3.73	(1.58)	5.20	(2.6)	4.07	(1.49)	5
itch	2861	3.45	(1.59)	4.59	(1.90)	4.63	(1.84)	4
item	825	5.20	(0.95)	2.95	(1.96)	5.45	(1.7)	4
ivy	2100	3.92	(1.62)	5.42	(1.93)	4.09	(1.64)	3
jacket	2862	5.89	(1.79)	3.29	(1.97)	5.78	(1.90)	6
jaguar	2101	6.27	(1.75)	5.00	(2.1)	4.73	(2.19)	6
jail	236	1.91	(1.19)	5.73	(2.55)	4.27	(2.83)	4
jar	2102	5.20	(0.56)	4.00	(2.04)	5.40	(1.06)	3
jazz	2863	5.73	(1.87)	4.41	(2.02)	5.20	(1.43)	4
jealous	2103	2.80	(1.93)	7.13	(2)	3.47	(2.1)	7
jealousy	237	2.40	(2.22)	7.00	(2.5)	4.16	(2.75)	8
jeans	2104	7.00	(1.35)	6.09	(1.38)	6.09	(2.02)	5
jelly	238	5.62	(1.61)	3.54	(2.17)	4.29	(1.8)	5
jellyfish	2105	3.80	(2.24)	6.07	(2.31)	3.73	(1.62)	9
jeopardy	2106	6.13	(1.68)	5.13	(2.5)	4.87	(0.92)	8
jerk	2107	2.85	(1.77)	5.00	(2.3)	3.75	(1.29)	4
jet	2108	6.25	(1.82)	6.27	(1.35)	4.36	(1.5)	3
jewel	239	7.24	(1.5)	5.31	(2.49)	5.86	(2.26)	5
jewelry	2864	6.43	(1.57)	4.76	(2.37)	5.57	(1.73)	7
job	2109	6.44	(1.75)	5.44	(2)	6.31	(1.54)	3
joke	826	8.00	(1.76)	6.82	(1.79)	6.05	(1.82)	4
jolly	827	7.45	(1.88)	5.45	(2.89)	6.45	(1.61)	5
journal	828	5.32	(1.7)	3.68	(2.38)	5.64	(1.76)	7
joy	240	8.62	(0.7)	6.73	(2.44)	6.46	(2.14)	3
joyful	241	8.52	(0.85)	5.81	(2.7)	6.77	(1.98)	6
judge	2110	4.38	(1.59)	5.38	(2)	3.63	(1.78)	5
judgment	2111	4.19	(1.76)	5.44	(1.97)	4.06	(1.73)	8
jug	829	5.00	(0.79)	3.50	(2.04)	4.90	(1.21)	3
jugs	2112	4.73	(0.79)	3.55	(1.97)	4.45	(1.04)	4
juice	2113	7.77	(1.36)	5.85	(1.52)	5.77	(1.36)	5
jumble	2114	4.50	(1.68)	4.75	(2.49)	5.00	(1.91)	6
jump	2865	6.05	(1.40)	5.59	(2.11)	5.56	(1.59)	4
jungle	2115	6.27	(2.1)	5.55	(2.07)	4.45	(1.04)	6
junk	2866	3.69	(1.65)	4.17	(2.02)	4.68	(1.76)	4
jury	2867	4.93	(1.14)	4.53	(1.64)	4.83	(1.84)	4
justice	242	7.93	(1.13)	5.71	(2.62)	6.57	(2.1)	7
keg	2116	6.33	(1.83)	5.64	(1.75)	5.09	(1.92)	3
kerchief	830	4.81	(1.27)	3.27	(2.31)	5.15	(1.19)	8
kerosene	243	4.77	(1.75)	4.36	(2.55)	4.80	(1.98)	8
ketchup	831	5.68	(1.29)	4.52	(2.14)	5.38	(1.83)	7
kettle	832	5.25	(0.72)	2.85	(1.98)	5.05	(1.05)	6
key	833	5.96	(1.65)	3.50	(2.27)	4.83	(1.74)	3
keyboard	2868	5.28	(1.24)	3.26	(2.00)	5.46	(1.52)	8
kick	834	4.10	(2.4)	5.65	(2.06)	5.70	(1.95)	4
kid	2117	7.00	(1.77)	6.13	(1.46)	7.20	(1.93)	3
kidnap	2118	2.09	(1.3)	5.64	(2.77)	2.00	(1.34)	6
kidney	2119	5.00	(2.04)	4.75	(2.09)	4.17	(2.21)	6
kids	835	6.96	(2.34)	5.27	(2.66)	5.28	(2.21)	4
kill	2869	1.75	(1.20)	5.55	(3.09)	4.50	(2.86)	4
killer	244	1.43	(1.2)	8.35	(1.43)	4.52	(3.53)	6
kind	245	7.62	(1.82)	4.69	(2.58)	6.17	(1.97)	4
kindness	246	8.38	(0.94)	3.76	(2.76)	6.08	(2.88)	8
king	247	7.34	(1.67)	5.48	(2.86)	7.34	(2.21)	4
kiss	248	8.24	(1.7)	7.55	(1.68)	7.10	(2.21)	4
kissing	2870	7.80	(1.42)	7.40	(1.93)	5.60	(2.42)	7
kitchen	2871	6.56	(1.75)	4.62	(2.39)	5.73	(1.86)	7
kitten	517	7.00	(1.9)	5.15	(2.49)	6.81	(2.12)	6
knee	2120	5.20	(0.56)	4.13	(1.81)	5.40	(1.18)	4
kneel	2872	4.98	(1.14)	4.10	(1.65)	5.10	(1.46)	5
knife	596	2.64	(1.78)	5.77	(2.23)	3.23	(1.9)	5
knitting	2121	5.18	(2.48)	2.82	(2.63)	5.76	(2.11)	8
knob	2122	4.71	(1.07)	3.14	(1.99)	4.86	(0.86)	4
knot	836	4.82	(1.3)	4.62	(1.96)	4.50	(1.43)	4
know	2123	7.27	(1.91)	6.40	(1.76)	6.47	(2.9)	4
knowledge	249	7.60	(1.14)	5.90	(2.38)	7.20	(2.17)	9
label	2124	4.55	(0.82)	3.64	(1.69)	4.82	(1.17)	5
lack	2125	2.69	(1.32)	3.92	(2.18)	4.08	(2.47)	4
lad	2126	5.63	(1.36)	3.88	(1.71)	5.25	(1.29)	3
ladder	2127	4.73	(0.96)	5.33	(2.13)	5.20	(1.86)	6
lake	250	7.10	(1.5)	3.86	(2.66)	5.03	(2.28)	4
lamb	837	6.25	(1.57)	3.42	(2)	4.88	(1.6)	4
lame	2128	3.77	(2.31)	3.38	(1.85)	4.92	(1.93)	4
lamp	838	5.75	(1.12)	3.90	(2.15)	5.55	(1.47)	4
land	2129	5.59	(1.37)	3.53	(2.12)	5.82	(1.59)	4
lane	2130	5.07	(1.27)	5.00	(1.3)	5.50	(1.29)	4
lantern	839	5.64	(1.29)	4.00	(2.3)	4.86	(1.62)	7
laugh	2131	9.00	(0)	8.33	(1.3)	7.58	(1.38)	5
laughing	2873	8.11	(1.49)	6.67	(2.25)	5.77	(2.32)	8
laughter	251	8.35	(1.31)	6.70	(2.39)	6.70	(2.2)	8
laundry	2874	4.34	(1.76)	3.37	(2.04)	5.83	(2.00)	7
lava	2132	3.77	(2.24)	5.08	(3.23)	3.08	(2.33)	4
lavish	840	6.80	(1.74)	4.95	(2.61)	5.80	(1.4)	6
law	2133	5.53	(2.47)	4.67	(2.41)	4.40	(2.16)	3
lawn	841	5.23	(0.87)	3.82	(1.82)	5.27	(1.24)	4
lawsuit	842	3.52	(2.29)	5.50	(2.46)	3.80	(1.94)	7
lawyer	2134	6.75	(2.56)	6.92	(2.11)	6.08	(3)	6
lazy	843	4.33	(2.18)	3.00	(2.49)	4.00	(2.07)	4
leader	844	7.90	(1.45)	6.35	(2.46)	8.35	(1.23)	6
leak	2135	2.73	(1.16)	4.93	(2.15)	3.40	(1.35)	4
learn	252	7.27	(1.56)	5.54	(2.28)	6.54	(1.92)	5
lease	2136	4.50	(1.41)	4.87	(1.36)	4.80	(1.42)	5
leather	2875	5.44	(1.65)	3.58	(1.98)	5.49	(2.03)	7
leave	2137	3.93	(1.16)	4.20	(2.24)	4.53	(2.03)	5
leaves	2138	6.38	(1.75)	3.63	(2.58)	4.56	(2.19)	6
ledge	2139	3.93	(1.39)	5.20	(2.24)	4.27	(1.33)	5
leg	2140	5.85	(1.46)	4.69	(2.21)	5.62	(1.94)	3
legend	845	6.41	(1.47)	4.27	(1.86)	5.32	(1.59)	6
legendary	2876	6.94	(2.08)	5.59	(2.68)	6.04	(2.03)	9
legs	2141	5.53	(0.83)	4.00	(2.15)	5.87	(1.64)	4
leisurely	253	7.00	(1.76)	4.52	(2.52)	5.25	(1.82)	9
leopard	2142	5.71	(2.05)	6.07	(2.09)	3.64	(1.65)	7
leprosy	254	2.09	(1.2)	6.48	(2.31)	4.00	(2.59)	7
lesbian	597	3.38	(1.81)	4.50	(1.79)	4.92	(2.12)	7
lesson	2143	5.00	(1.15)	3.62	(1.94)	4.77	(1.36)	6
letter	846	6.91	(1.63)	4.64	(2.54)	5.59	(1.53)	6
lewd	2877	3.98	(1.61)	4.37	(1.75)	4.34	(1.71)	4
liar	2144	2.27	(1.98)	7.13	(2.47)	2.60	(2.23)	4
liberty	255	8.10	(1.19)	5.47	(2.75)	6.33	(2.37)	7
library	2878	5.54	(1.43)	3.24	(1.99)	5.53	(1.87)	7
lice	256	2.12	(1.45)	4.92	(2.34)	3.60	(2.2)	4
lick	2145	6.60	(1.35)	5.93	(2.09)	5.73	(1.22)	4
lid	2146	4.92	(0.28)	4.00	(1.73)	5.46	(1.2)	3
lie	257	2.28	(1.55)	6.25	(2.53)	2.81	(2.25)	3
life	258	7.38	(1.7)	6.26	(2.49)	5.77	(2.53)	4
lightbulb	566	5.77	(1.42)	4.38	(2.14)	6.23	(1.77)	9
lighthouse	847	5.58	(2.34)	3.96	(2.51)	5.38	(1.88)	10
lightning	598	4.00	(2.48)	6.69	(1.76)	3.62	(2.1)	9
like	2147	7.69	(2.1)	7.38	(1.94)	5.62	(2.99)	4
limb	2148	5.07	(0.7)	4.27	(1.79)	5.20	(0.77)	4
limber	848	5.90	(1.7)	4.52	(2.44)	5.86	(1.88)	6
limousine	2879	6.48	(1.82)	5.73	(2.28)	5.70	(1.98)	9
limp	2149	3.64	(2.02)	4.29	(1.82)	4.00	(1.92)	4
linger	2150	4.73	(1.68)	5.09	(1.58)	4.82	(0.98)	6
lingerie	2880	6.81	(1.82)	5.95	(2.33)	6.22	(2.03)	8
lion	518	5.54	(1.92)	6.54	(1.86)	3.62	(2.16)	4
lips	2151	7.00	(1.51)	6.33	(1.5)	4.93	(2.05)	4
liquid	2881	5.47	(1.10)	3.91	(1.84)	4.98	(1.06)	6
liquor	2152	4.79	(2.49)	5.79	(2.08)	4.64	(1.98)	6
listen	2153	6.00	(1.24)	3.93	(1.94)	5.86	(1.23)	6
listless	259	3.92	(1.62)	3.58	(2.06)	3.65	(1.65)	8
liter	2154	4.77	(2.05)	4.50	(2.24)	5.08	(2.02)	5
litter	2155	3.09	(2.17)	5.00	(1.95)	4.27	(1.68)	6
little	2882	4.18	(1.98)	3.80	(2.23)	3.49	(2.43)	6
lively	849	7.42	(2.23)	5.80	(2.84)	6.08	(2.06)	6
lizard	2156	4.73	(1.98)	5.47	(1.51)	4.60	(1.59)	6
locate	2883	5.22	(1.12)	4.28	(1.87)	5.25	(1.33)	6
location	2157	5.33	(0.65)	4.33	(1.72)	5.50	(1.57)	8
locker	850	5.45	(0.89)	3.35	(1.87)	5.70	(1.42)	6
logical	2884	5.95	(1.76)	4.08	(2.19)	6.56	(1.88)	7
loneliness	260	1.59	(1.01)	4.52	(3)	2.42	(2.23)	10
lonely	261	2.15	(2.01)	4.92	(2.78)	3.04	(2.34)	6
loose	2885	4.20	(1.70)	4.10	(1.98)	4.83	(2.03)	5
loosen	2158	5.53	(1.81)	5.33	(2.5)	5.67	(2.32)	6
lose	2159	2.25	(1.71)	4.67	(2.64)	3.33	(2.71)	4
loser	851	1.95	(1.4)	5.05	(2.55)	2.55	(2.04)	5
loss	2160	1.46	(0.97)	5.85	(2.94)	2.17	(2.48)	4
lost	852	2.54	(1.9)	5.77	(2.83)	2.88	(1.63)	4
lotion	2161	6.93	(1.44)	5.73	(2.34)	6.67	(1.72)	6
lottery	853	6.46	(2.39)	5.76	(2.44)	4.52	(2.31)	7
loud	2162	4.93	(1.98)	6.29	(1.44)	5.21	(1.67)	4
lounge	2163	6.64	(1.5)	3.79	(2.39)	5.93	(1.33)	6
louse	262	2.15	(1.38)	5.31	(1.85)	3.19	(2.28)	5
lovable	2886	8.05	(1.46)	6.12	(2.52)	5.93	(2.21)	7
love	263	8.77	(0.65)	6.42	(3.49)	7.12	(2.62)	4
loved	264	8.83	(0.47)	6.69	(2.77)	7.10	(2.23)	5
lovely	2887	7.53	(1.74)	4.65	(2.72)	5.53	(2.44)	6
loving	2164	8.50	(0.76)	6.14	(2.68)	5.86	(2.18)	6
lower	2165	3.80	(1.37)	4.20	(1.9)	3.93	(1.33)	5
loyal	265	7.93	(1.6)	5.24	(2.53)	7.14	(1.94)	5
loyalty	2888	7.38	(1.43)	4.76	(2.30)	6.20	(2.32)	7
luck	2166	7.56	(1.36)	6.93	(1.71)	5.93	(2.74)	4
lucky	266	8.35	(0.88)	6.15	(2.62)	5.90	(2.02)	5
luggage	2167	6.40	(1.3)	5.60	(1.45)	5.47	(1.77)	7
lump	854	3.58	(2.52)	5.36	(2.78)	4.20	(2.27)	4
lunch	2168	7.27	(1.71)	5.20	(2.78)	6.47	(2.23)	5
lung	2169	5.00	(1.47)	4.46	(1.61)	4.92	(1.5)	4
lurk	2170	4.20	(1.74)	6.00	(2.04)	3.80	(1.82)	4
luscious	267	7.48	(1.08)	4.96	(2.65)	5.96	(1.64)	8
lust	519	6.92	(1.62)	6.85	(1.78)	4.88	(2.16)	4
luxury	268	8.03	(0.98)	5.04	(3)	6.43	(2.39)	6
machine	855	5.46	(1.64)	3.83	(2.55)	5.46	(1.89)	7
mad	856	2.52	(2.11)	6.67	(2.24)	5.95	(2.26)	3
madman	857	3.24	(2.62)	5.88	(3.14)	4.33	(2.96)	6
madness	2171	3.36	(1.91)	4.50	(3.08)	4.00	(2.51)	7
magazine	2172	6.07	(2.2)	4.92	(2.06)	4.46	(1.39)	8
maggot	269	1.92	(1.32)	5.54	(2.9)	3.81	(2.28)	6
magical	858	7.82	(1.5)	5.86	(2.64)	5.86	(2.17)	7
magnet	2173	5.21	(0.58)	3.93	(1.98)	4.64	(1.08)	6
magnificence	2889	7.90	(1.46)	6.14	(2.46)	6.21	(1.97)	12
maid	2174	5.18	(1.72)	4.45	(2.25)	5.27	(0.9)	4
mail	859	7.18	(1.71)	5.55	(2.34)	5.73	(1.61)	4
makeup	2175	6.50	(2.78)	5.45	(2.3)	6.18	(2.18)	6
malaria	860	2.41	(1.44)	4.81	(2.4)	3.33	(2.2)	7
male	2176	6.60	(2.2)	6.53	(2.36)	5.00	(2.1)	4
malice	270	2.38	(1.68)	6.08	(2.9)	4.77	(2.93)	6
malicious	2890	2.55	(1.48)	5.22	(2.40)	4.88	(2.19)	9
malnutrition	2177	1.81	(1.05)	6.40	(1.59)	3.40	(2.13)	12
malt	2178	7.08	(1.32)	6.08	(1.8)	6.08	(1.71)	4
man	537	7.19	(1.6)	6.73	(1.61)	4.81	(2.45)	3
mane	2179	5.27	(1.53)	4.53	(2.36)	4.93	(1.87)	4
mangle	861	3.68	(2.21)	5.14	(2.44)	3.95	(1.65)	6
maniac	862	3.20	(1.77)	5.55	(2.96)	4.20	(2.26)	6
manner	863	5.62	(1.66)	4.41	(1.65)	5.52	(1.57)	6
manor	2180	5.75	(1.29)	5.45	(1.37)	5.27	(0.65)	5
mansion	2181	7.53	(1.51)	5.47	(2.2)	5.93	(1.91)	7
manslaughter	2891	1.65	(1.40)	5.71	(3.07)	3.90	(2.95)	12
mantel	864	4.96	(1.12)	2.88	(2.11)	4.92	(1.21)	6
manure	865	3.23	(1.74)	4.27	(1.93)	4.50	(0.91)	6
map	2182	5.33	(1.45)	4.40	(1.68)	5.53	(1.96)	3
margin	2183	4.86	(0.66)	3.50	(2.03)	4.69	(0.85)	6
market	866	5.50	(1.01)	3.55	(1.92)	5.41	(1.5)	6
marriage	2892	6.89	(1.92)	6.18	(2.06)	5.07	(2.43)	8
marrow	2184	4.62	(2.02)	4.92	(1.98)	3.92	(1.83)	6
marry	2185	7.86	(1.46)	6.64	(2.71)	5.57	(2.85)	5
marsh	2186	3.92	(1.38)	4.25	(1.86)	4.58	(0.9)	5
marvel	2187	7.06	(1.34)	5.88	(2.03)	4.38	(1.67)	6
mascot	2188	6.47	(1.55)	5.47	(2.26)	6.40	(1.55)	6
mask	2189	4.64	(1.21)	4.09	(2.07)	5.45	(1.86)	4
massacre	867	2.32	(2.03)	5.43	(2.79)	2.86	(2.22)	8
mastectomy	2190	2.46	(1.81)	5.85	(2.08)	3.23	(1.96)	10
masterful	271	7.00	(1.96)	4.97	(3.1)	7.31	(2.77)	9
mastery	2191	6.36	(1.91)	5.93	(1.49)	6.79	(1.72)	7
masturbate	599	4.35	(1.85)	5.27	(2.39)	5.38	(2.21)	10
matador	2192	5.13	(1.46)	5.40	(2.06)	4.80	(1.32)	7
mate	2193	7.27	(1.53)	6.53	(2.59)	5.87	(2.2)	4
material	868	5.25	(0.91)	3.55	(2.21)	5.05	(0.69)	8
math	2194	3.25	(2.24)	5.13	(2.87)	3.25	(1.91)	4
matrimony	2893	6.61	(1.91)	5.89	(2.20)	5.56	(1.95)	9
mature	2894	6.83	(1.61)	4.59	(2.05)	6.66	(2.04)	6
me	2195	7.81	(1.42)	6.06	(2.11)	7.50	(2)	2
meal	2196	8.13	(1.06)	6.07	(2.09)	6.47	(1.68)	4
measles	272	2.47	(2.08)	5.38	(2.43)	3.84	(2.22)	7
meat	2197	6.36	(2.1)	5.29	(2.02)	5.71	(1.49)	4
mechanical	2895	4.78	(1.46)	3.60	(1.91)	5.22	(2.02)	10
medal	2896	6.45	(1.79)	5.24	(2.57)	6.36	(2.22)	5
meddle	2198	3.50	(1.56)	4.43	(2.06)	4.71	(2.16)	6
medicine	869	5.76	(2.23)	4.48	(2.29)	4.59	(2.17)	8
mediocre	2897	3.55	(1.55)	3.96	(2.12)	4.75	(2.14)	8
meek	273	3.38	(1.6)	4.19	(2.33)	3.15	(2.27)	4
meeting	2898	5.12	(1.72)	4.74	(2.26)	5.07	(1.74)	7
melancholy	2899	3.84	(2.03)	3.51	(1.83)	4.51	(1.96)	10
melody	870	7.50	(1.4)	5.20	(2.17)	5.35	(1.69)	6
melt	2199	5.21	(2.04)	4.64	(2.06)	4.29	(1.59)	4
member	2200	5.53	(1.68)	4.80	(1.9)	4.93	(1.1)	6
memorial	2201	4.56	(2.25)	4.75	(2.21)	4.13	(1.41)	8
memories	871	7.59	(1.62)	6.00	(2)	6.18	(1.94)	8
memory	274	6.40	(1.5)	5.40	(2.04)	5.10	(2)	6
men	2202	7.86	(1.46)	6.93	(1.82)	5.71	(2.43)	3
menace	275	2.68	(1.55)	5.72	(2.21)	4.81	(2)	6
mend	2203	6.14	(1.79)	5.62	(1.56)	5.77	(1.48)	4
menu	2204	6.40	(1.88)	4.80	(2.27)	6.13	(1.77)	4
mercenary	2900	4.55	(1.82)	4.24	(2.14)	5.29	(1.78)	9
mercy	2205	6.06	(1.98)	5.18	(2.13)	3.53	(2.76)	5
merger	2206	4.94	(0.85)	4.06	(1.65)	5.06	(1.06)	6
merry	872	8.09	(1.6)	5.50	(2.72)	6.45	(1.97)	5
messy	873	3.16	(1.64)	3.79	(2.72)	4.00	(1.53)	5
metal	874	4.80	(1.01)	3.75	(2)	5.40	(0.94)	5
meteor	2207	5.33	(2.19)	5.40	(2.69)	3.27	(1.83)	6
method	875	5.20	(1.4)	3.25	(2.02)	5.05	(1.1)	6
microphone	2901	5.43	(1.56)	5.15	(2.33)	5.24	(1.90)	10
midnight	2208	7.77	(1.24)	6.46	(2.3)	5.46	(1.27)	8
mighty	276	6.88	(2.3)	5.81	(2.23)	7.40	(2.1)	6
mild	2902	5.25	(1.25)	3.65	(2.01)	5.18	(1.75)	4
mildew	277	3.08	(1.44)	4.08	(1.81)	4.27	(1.89)	6
mile	2209	4.64	(2.31)	4.14	(2.38)	5.07	(2.27)	4
military	2210	5.36	(2.29)	5.45	(1.81)	4.18	(2.23)	8
milk	876	5.45	(2.31)	2.80	(2.09)	5.50	(1.1)	4
millionaire	278	7.92	(1.47)	6.35	(2.54)	7.19	(2)	11
mind	877	6.85	(1.53)	4.75	(2.67)	6.40	(1.96)	4
mingle	2211	7.06	(1.18)	5.81	(1.83)	5.63	(1.41)	6
miniature	2903	5.45	(1.67)	4.26	(2.15)	4.76	(1.84)	9
miracle	279	8.72	(0.61)	7.72	(1.81)	5.32	(2.53)	7
mischief	878	5.73	(2.21)	5.77	(1.77)	5.57	(1.89)	8
miserable	2212	1.60	(1.35)	5.60	(2.87)	1.93	(1.39)	9
misery	879	1.59	(1.62)	5.36	(2.74)	2.18	(1.26)	6
misfortune	2904	2.37	(1.24)	4.36	(2.32)	3.45	(2.04)	10
missiles	2213	2.08	(0.95)	7.15	(1.63)	1.77	(1.01)	8
mistake	880	2.54	(1.47)	5.21	(2.41)	3.17	(1.99)	7
mitten	2214	5.58	(1.38)	4.25	(2.3)	4.42	(1.44)	6
mob	2215	3.29	(1.59)	6.08	(1.78)	2.75	(1.54)	3
