Word	Wdnum	ValMn	ValSD	AroMn	AroSD	DomMn	DomSD	Length
festive	749	7.26	(1.33)	6.63	(2.14)	5.67	(2.4)	7
fetus	1913	5.13	(1.26)	4.50	(2)	4.31	(1.4)	5
feud	1914	3.36	(1.6)	5.85	(2.08)	4.36	(1.45)	4
fever	750	3.05	(1.61)	3.80	(1.82)	3.68	(1.77)	5
field	558	6.08	(1.26)	4.04	(2.26)	5.68	(1.77)	5
fig	1915	5.67	(1.05)	3.80	(2.31)	4.73	(1.71)	3
fight	751	4.81	(2.73)	6.90	(2.36)	5.71	(2.39)	5
fighting	2753	4.03	(2.13)	5.91	(2.82)	6.34	(2.16)	8
film	1916	6.47	(1.68)	5.20	(1.86)	5.20	(1.74)	4
filth	165	3.12	(1.93)	3.94	(1.53)	4.50	(1.55)	5
financial	1917	4.20	(1.7)	5.67	(1.5)	4.60	(1.92)	9
finger	752	5.29	(1.42)	4.05	(2.16)	5.24	(2)	6
fingerprint	1918	4.80	(0.68)	5.33	(1.45)	4.20	(1.97)	11
finish	1919	8.31	(1.25)	5.38	(2.94)	7.25	(1.95)	6
fire	166	4.20	(1.48)	6.50	(2.32)	5.20	(1.4)	4
firefighter	1920	6.50	(1.74)	5.15	(2.27)	5.23	(2.24)	11
fireplace	1921	7.07	(1.49)	5.00	(2.08)	6.00	(2.31)	9
fireworks	513	7.80	(1.12)	6.56	(2.16)	5.56	(2.06)	9
first	1922	6.56	(2.53)	5.81	(2.64)	6.94	(1.53)	5
fish	559	6.20	(2.22)	3.84	(2.53)	6.48	(1.73)	4
fisherman	1923	6.37	(2.01)	5.74	(2.33)	5.58	(2.09)	9
fitting	1924	5.93	(1.77)	4.62	(1.76)	5.77	(1.24)	7
flabby	167	4.16	(1.8)	3.68	(2.31)	4.37	(1.26)	6
flag	753	5.90	(1.89)	5.40	(2.19)	5.65	(1.98)	4
flare	1925	5.87	(1.92)	5.27	(2.22)	5.27	(1.49)	5
flashlight	2754	5.11	(1.37)	4.09	(2.08)	5.86	(1.44)	10
flask	2755	5.67	(1.96)	4.79	(2.12)	5.75	(1.73)	5
flatter	2756	6.84	(1.69)	6.03	(2.40)	5.41	(1.90)	7
flaunt	1926	4.80	(2.21)	4.87	(2.07)	4.87	(2.07)	6
flaw	1927	3.69	(1.45)	4.50	(1.37)	4.19	(1.47)	4
flea	1928	3.73	(1.75)	5.50	(1.91)	4.14	(1.75)	4
flee	1929	3.38	(2.06)	6.69	(1.65)	3.85	(2.44)	4
flight	1930	6.69	(1.62)	6.69	(2.18)	4.63	(1.5)	6
flirt	754	7.48	(1.03)	6.90	(1.64)	6.45	(2.06)	5
flirting	2757	6.80	(1.95)	6.77	(2.26)	5.46	(2.45)	8
flock	1931	5.13	(1.19)	3.93	(1.62)	4.73	(0.88)	5
flood	755	3.75	(1.52)	5.90	(2.02)	3.90	(2.34)	5
flourish	2758	7.39	(1.82)	5.75	(2.31)	6.48	(1.95)	8
flow	1932	5.69	(1.35)	4.06	(1.57)	5.00	(1.46)	4
flower	168	6.06	(1.53)	4.60	(2.23)	4.73	(1.75)	6
flu	1933	2.93	(2.25)	4.86	(2.25)	3.43	(2.21)	3
fluffy	1934	7.07	(1.91)	5.29	(2.49)	5.64	(1.55)	6
flute	1935	5.75	(1.57)	4.19	(1.8)	5.19	(0.54)	5
fly	1936	6.86	(2.07)	6.36	(2.31)	5.07	(2.7)	3
foam	756	5.45	(1.67)	4.25	(2.24)	5.10	(1.59)	4
foe	1937	3.85	(2.3)	5.62	(2.72)	5.31	(2.59)	3
follow	2759	5.52	(1.93)	4.50	(1.99)	4.80	(2.21)	6
folly	1938	4.25	(1.69)	4.56	(2.28)	3.94	(1.48)	5
food	514	7.88	(0.97)	5.40	(2.47)	6.72	(2.03)	4
fool	2760	4.14	(1.91)	4.64	(1.97)	5.27	(2.04)	4
foolish	1939	3.80	(2.01)	4.73	(2.31)	3.73	(1.58)	7
foot	757	5.06	(0.8)	3.50	(1.86)	5.17	(1.72)	4
football	1940	8.14	(1.88)	7.46	(3.07)	7.15	(1.99)	8
forbid	1941	3.40	(1.99)	5.87	(1.85)	3.33	(2.16)	6
forceful	1942	4.56	(1.46)	5.69	(1.92)	4.81	(1.8)	8
forest	1943	6.47	(1.64)	4.80	(2.04)	5.53	(2.23)	6
forgery	2761	3.28	(1.73)	4.34	(2.40)	4.47	(2.17)	7
forget	1944	3.63	(1.59)	4.56	(2)	4.13	(1.59)	6
forgive	1945	5.67	(1.59)	4.87	(2.29)	4.40	(2.29)	7
forgot	2762	3.63	(1.50)	4.09	(1.97)	4.00	(1.81)	6
fork	560	5.48	(1.08)	4.04	(2.21)	5.83	(1.27)	4
fornicate	1946	6.80	(2.37)	6.80	(2.34)	6.27	(2.12)	9
fortunate	2763	7.13	(1.72)	5.63	(2.60)	5.25	(2.46)	9
fortune	2764	6.72	(1.85)	5.69	(2.31)	5.25	(1.85)	7
foul	169	2.94	(1.14)	5.18	(2.53)	4.71	(1.69)	4
fragrance	170	6.24	(1.35)	5.75	(2.46)	5.62	(1.82)	9
frail	2765	3.56	(1.70)	3.90	(2.00)	4.23	(2.42)	5
frantic	2766	3.82	(2.03)	5.93	(2.29)	4.11	(2.08)	7
fraud	171	2.70	(1.7)	5.30	(1.89)	4.70	(2.63)	5
free	172	7.83	(1.85)	5.09	(3.02)	5.73	(2.57)	4
freedom	173	7.53	(1.62)	6.25	(2.05)	6.38	(2.06)	7
freeway	1947	6.60	(1.99)	5.73	(2.12)	5.93	(1.67)	7
freeze	2767	3.50	(1.89)	4.09	(2.27)	4.70	(2.17)	6
freezer	1948	5.07	(1.91)	4.07	(2.58)	5.00	(1.93)	7
frenzy	1949	5.13	(1.54)	6.69	(1.89)	5.06	(2.02)	6
frequent	2768	5.36	(1.19)	4.53	(1.88)	5.14	(1.30)	8
fresh	2769	6.92	(1.71)	4.65	(2.32)	5.69	(2.00)	5
friend	174	7.18	(1.07)	6.38	(1.96)	6.25	(2.02)	6
friendly	175	8.29	(0.99)	4.77	(2.42)	6.15	(2.48)	8
friendship	2770	7.55	(1.58)	5.45	(2.37)	6.20	(2.16)	10
fries	1950	6.47	(1.3)	4.80	(2.37)	5.67	(2.29)	5
fright	1951	3.13	(1.3)	5.53	(2.17)	4.40	(1.76)	6
frighten	2771	2.78	(1.48)	5.38	(2.49)	4.19	(1.97)	8
frightened	1952	2.79	(1.37)	6.50	(2.14)	3.93	(2.64)	10
frigid	758	3.44	(1.34)	4.61	(2.62)	4.44	(1.85)	6
frog	176	5.87	(1.25)	4.80	(2.18)	5.60	(1.59)	4
frolic	1953	6.67	(1.59)	4.13	(2.64)	5.00	(2.07)	6
frosting	1954	6.88	(1.71)	5.38	(1.31)	5.50	(1.71)	8
frown	1955	2.13	(1.41)	3.67	(2.09)	3.93	(1.39)	5
frozen	2772	4.49	(1.67)	4.37	(2.08)	5.54	(1.97)	6
fruit	1956	6.57	(1.95)	4.64	(2.24)	5.21	(2.08)	5
frustrate	2773	2.94	(1.39)	4.53	(2.46)	4.75	(2.45)	9
frustrated	177	2.70	(1.56)	5.55	(2.61)	3.70	(1.98)	10
frustration	1957	2.53	(1.68)	6.40	(2.2)	4.53	(2.42)	11
fuck	2774	6.00	(2.71)	6.77	(2.60)	6.14	(2.46)	4
fulfilled	1958	7.07	(2.02)	5.47	(2.26)	6.47	(1.88)	9
full	2775	6.80	(1.49)	4.95	(2.22)	5.27	(1.88)	4
fun	759	8.21	(1.36)	7.11	(2)	6.79	(1.84)	3
funeral	178	1.64	(0.84)	4.00	(2.77)	2.71	(2.3)	7
fungus	179	3.83	(1.19)	4.18	(2.09)	4.36	(1.8)	6
funny	1959	8.40	(0.99)	6.60	(2.03)	6.27	(1.79)	5
fur	180	5.50	(1.68)	3.55	(2.38)	4.82	(2.14)	3
furious	1960	2.33	(1.72)	7.13	(2.33)	5.33	(2.61)	7
furnace	1961	4.56	(1.09)	5.00	(1.86)	5.19	(0.98)	7
furniture	1962	5.47	(1.55)	4.07	(1.94)	5.13	(1.41)	9
fury	1963	4.00	(1.65)	6.20	(2.4)	5.60	(1.8)	4
fuse	1964	5.93	(1.22)	5.27	(2.02)	6.20	(1.42)	4
fussy	2776	3.57	(1.77)	4.30	(1.80)	5.00	(2.00)	5
future	1965	6.00	(2.5)	5.63	(2.36)	4.31	(2.65)	6
fuzzy	2777	6.42	(1.39)	4.99	(2.07)	4.82	(1.49)	5
gadget	1966	6.64	(1.69)	5.54	(1.71)	6.23	(1.69)	6
gaiety	1967	6.29	(1.68)	5.15	(2.44)	5.54	(1.61)	6
gain	1968	7.40	(1.24)	5.60	(1.8)	6.27	(2.22)	4
galaxy	1969	6.29	(1.44)	6.21	(2.12)	5.43	(2.71)	6
gallery	1970	6.14	(2.14)	3.64	(2.47)	4.93	(1.69)	7
gallon	1971	5.00	(1.69)	4.73	(2.02)	4.53	(1.6)	6
game	760	7.58	(0.77)	6.32	(2.11)	5.74	(1.82)	4
gang	1972	2.87	(1.55)	6.40	(2.67)	3.93	(2.46)	4
gangrene	181	2.73	(2.15)	5.93	(2.91)	3.60	(2.38)	8
gangster	2778	4.88	(2.13)	5.54	(2.42)	5.92	(2.37)	8
garage	2779	5.55	(1.31)	4.43	(1.92)	5.63	(1.52)	6
garbage	182	3.45	(1.99)	4.30	(2.54)	4.75	(1.74)	7
garden	761	6.43	(1.91)	4.76	(2.26)	6.19	(1.54)	6
garlic	1973	5.53	(2.56)	4.87	(2.03)	5.20	(1.66)	6
garment	762	5.47	(1.26)	3.95	(2.17)	4.84	(2.03)	7
garter	534	6.92	(1.53)	6.08	(2.14)	6.04	(1.54)	6
gas	1974	4.60	(1.76)	5.27	(1.62)	5.33	(2.38)	3
gate	1975	5.53	(1.25)	4.79	(2.12)	5.36	(2.27)	4
geek	2780	4.78	(1.62)	4.34	(2.34)	4.44	(2.17)	4
gem	1976	6.25	(1.81)	5.56	(2.16)	4.94	(1.88)	3
gender	763	5.60	(1.05)	4.35	(2.18)	5.58	(1.92)	6
generosity	2781	7.39	(1.37)	5.71	(2.25)	6.14	(1.90)	10
generous	2782	6.50	(2.04)	4.86	(2.31)	6.34	(1.99)	8
genius	1977	7.00	(1.46)	6.06	(1.84)	6.56	(1.79)	6
gentle	183	6.90	(1.37)	2.90	(2.08)	4.70	(2.41)	6
gentleman	2783	6.45	(2.14)	4.68	(2.53)	6.61	(1.87)	9
genuine	2784	6.61	(1.93)	5.18	(2.34)	6.14	(2.05)	7
germ	1978	3.40	(1.8)	6.07	(1.91)	4.60	(2.2)	4
germs	764	2.90	(1.3)	4.29	(2.24)	3.90	(1.51)	5
ghost	1979	4.75	(1.44)	5.44	(2.31)	3.81	(1.76)	5
gift	184	6.60	(2.82)	5.27	(2.87)	5.13	(2.85)	4
giggle	1980	7.93	(1.28)	6.13	(1.88)	6.13	(1.3)	6
giggles	2785	7.41	(1.45)	5.83	(2.23)	5.69	(2.01)	7
giraffe	1981	6.54	(1.51)	5.08	(2.4)	5.31	(1.38)	7
girl	185	7.60	(1.57)	5.85	(2.52)	5.85	(1.98)	4
give	1982	6.69	(1.25)	5.25	(1.29)	6.06	(1.53)	4
glacier	186	5.67	(1.18)	4.53	(1.85)	4.80	(1.97)	7
glad	1983	7.60	(1.45)	5.47	(2.45)	6.33	(1.76)	4
glamorous	2786	6.79	(1.58)	5.71	(1.88)	5.18	(1.70)	9
glamour	187	6.13	(1.77)	4.60	(2.23)	5.60	(2.23)	7
glance	1984	5.43	(1.16)	5.50	(1.83)	4.69	(1.44)	6
gland	1985	5.13	(0.99)	5.00	(2.11)	4.86	(1.17)	5
glass	765	4.50	(1.72)	4.44	(2.18)	5.28	(1.84)	5
glasses	1986	5.79	(1.63)	4.50	(1.68)	5.33	(1.87)	7
glaze	1987	6.79	(1.42)	5.71	(1.98)	5.64	(1.28)	5
glide	1988	6.93	(1.33)	4.69	(2.63)	6.69	(1.84)	5
gloat	1989	4.93	(1.69)	4.57	(1.95)	6.00	(1.52)	5
gloom	188	2.08	(1.44)	4.17	(2.69)	4.00	(2)	5
gloomy	2787	3.23	(1.49)	3.45	(1.84)	4.73	(2.21)	6
glory	189	7.40	(1.59)	6.13	(2.39)	7.00	(2)	5
gloss	1990	5.47	(1.46)	4.13	(1.6)	4.93	(1.79)	5
glow	2788	6.47	(1.51)	5.13	(2.06)	4.88	(1.50)	4
glum	2789	3.05	(1.79)	3.23	(1.61)	4.02	(1.72)	4
gnaw	1991	4.38	(1.86)	4.63	(2.31)	5.00	(1.83)	4
goal	1992	6.93	(1.16)	6.43	(2.21)	6.57	(1.7)	4
goat	1993	5.33	(2.35)	4.14	(2.21)	5.64	(1.95)	4
god	190	8.35	(1.18)	6.10	(2.86)	5.85	(3.15)	3
goddamn	2790	4.61	(2.34)	5.19	(2.20)	5.32	(1.92)	7
goddess	2791	6.90	(1.78)	5.81	(2.47)	5.65	(2.15)	7
gold	191	7.92	(1)	6.45	(2.16)	5.73	(2.1)	4
golden	2792	7.09	(1.93)	5.32	(2.33)	5.93	(1.99)	6
golf	1994	6.20	(2.31)	4.87	(2.36)	6.13	(1.88)	4
golfer	535	5.76	(2.13)	3.84	(2.53)	5.68	(1.84)	6
good	766	7.33	(1.28)	5.05	(3.09)	5.78	(1.99)	4
goodness	1995	6.93	(1.75)	4.93	(2.34)	5.93	(1.62)	8
gorgeous	2793	7.12	(1.99)	5.95	(2.36)	5.33	(1.80)	8
gorilla	1996	5.80	(1.82)	5.67	(2.72)	4.27	(2.58)	7
gossip	767	3.75	(2.02)	5.10	(2.22)	3.90	(1.86)	6
gourmet	2794	6.95	(1.51)	5.74	(2.01)	5.15	(1.68)	7
govern	1997	4.29	(1.33)	4.21	(1.67)	4.71	(1.54)	6
government	1998	4.63	(2.19)	5.75	(1.88)	3.56	(2.13)	10
grace	1999	7.15	(1.99)	4.27	(2.45)	5.73	(2.2)	5
graceful	2795	6.48	(1.71)	4.23	(1.98)	6.15	(1.68)	8
gracious	2796	6.32	(1.83)	4.73	(2.25)	6.05	(2.00)	8
graduate	192	8.00	(1.37)	7.56	(2.03)	6.69	(2.94)	8
graduation	2797	6.71	(1.91)	6.00	(2.22)	6.04	(2.53)	10
grafitti	2000	4.87	(2.33)	5.07	(1.94)	4.80	(2.04)	8
grandmother	2798	6.60	(1.82)	4.48	(2.44)	5.40	(2.01)	11
grapes	2001	6.60	(2.26)	4.36	(2.17)	5.50	(2.21)	6
graphic	2799	4.92	(1.77)	5.44	(1.80)	4.68	(1.49)	7
grass	768	5.85	(1.27)	4.85	(1.93)	5.55	(1.39)	5
grateful	193	7.33	(0.82)	4.27	(1.75)	6.20	(1.61)	8
gratitude	2800	6.48	(2.11)	5.02	(2.46)	6.25	(1.83)	9
grave	2002	2.33	(1.35)	4.93	(2.79)	1.80	(1.01)	5
graveyard	2801	3.48	(1.79)	4.45	(2.27)	4.88	(2.40)	9
gravy	2003	6.33	(1.68)	4.80	(1.37)	5.53	(1.3)	5
gray	2802	4.77	(1.43)	3.80	(1.90)	5.45	(1.52)	4
great	2803	7.43	(1.90)	6.02	(2.39)	6.36	(2.11)	5
greed	769	4.14	(2.22)	5.38	(2.33)	5.24	(2.51)	5
greedy	2804	3.82	(1.82)	4.30	(1.90)	5.86	(2.08)	6
green	194	5.30	(2)	4.80	(2.44)	4.20	(1.99)	5
greet	770	6.95	(1.47)	5.29	(1.98)	6.24	(1.84)	5
grenade	771	3.90	(1.92)	5.48	(2.54)	4.76	(2.34)	7
greyhound	2004	5.44	(1.09)	4.38	(1.36)	4.50	(1.55)	9
grief	195	1.80	(1.4)	4.70	(2.83)	4.40	(2.41)	5
grieve	2005	2.57	(1.4)	4.57	(2.24)	3.62	(2.1)	6
grime	772	3.95	(1.18)	4.37	(2.31)	4.72	(1.41)	5
grin	773	6.89	(2.16)	5.70	(2.87)	6.32	(2)	4
grind	2006	5.40	(1.92)	5.00	(2.67)	5.20	(1.66)	5
gripe	774	3.25	(1.41)	4.95	(2.33)	4.25	(1.97)	5
grizzly	2805	5.13	(1.68)	5.24	(1.79)	5.21	(1.83)	7
groceries	2007	5.27	(1.83)	3.40	(1.96)	6.33	(1.95)	9
groom	2008	6.13	(1.6)	5.33	(2.23)	6.07	(2.25)	5
gross	2009	4.50	(1.97)	4.81	(2.4)	4.94	(1.88)	5
ground	2010	5.43	(1.16)	4.07	(1.86)	5.36	(2.13)	6
grove	2011	5.50	(1.37)	4.25	(1.53)	5.06	(1)	5
grovel	2012	3.40	(1.84)	4.00	(2.42)	3.20	(2.01)	6
growl	2013	5.00	(1.56)	5.07	(1.87)	6.27	(2.05)	5
grudge	2806	3.06	(1.36)	5.38	(2.09)	5.92	(2.10)	6
gruesome	2807	4.31	(2.49)	4.53	(2.21)	5.56	(2.59)	8
guaranteed	2014	7.00	(1.91)	5.23	(2.2)	6.08	(2.22)	10
guess	2808	4.98	(1.25)	4.20	(1.98)	4.50	(2.11)	5
guillotine	196	4.00	(2.45)	6.25	(2.77)	5.00	(1.95)	10
guilt	2015	2.64	(1.45)	4.69	(2.72)	3.83	(1.9)	5
guilty	197	2.75	(1.29)	5.05	(2.8)	3.50	(1.7)	6
guitar	2016	6.60	(1.64)	5.13	(2.5)	5.73	(1.58)	6
gulf	2017	5.87	(1.25)	4.80	(1.82)	6.07	(1.58)	4
gullible	2809	4.35	(1.95)	4.17	(1.55)	4.13	(2.09)	8
gun	593	4.72	(2.57)	7.08	(1.96)	4.36	(2.97)	3
gunfire	2810	3.44	(1.94)	6.28	(2.56)	4.40	(2.56)	7
gunpoint	2811	2.06	(1.61)	6.44	(3.10)	3.38	(2.70)	8
guns	2812	4.84	(2.16)	5.30	(2.44)	5.66	(2.30)	4
gunshot	2813	3.43	(2.28)	6.71	(2.39)	4.42	(2.50)	7
guzzle	2018	4.87	(1.19)	4.80	(1.7)	4.80	(1.32)	6
gym	2019	5.56	(1.21)	5.56	(2.19)	5.38	(1.5)	3
gymnast	515	6.44	(1.73)	4.48	(2.28)	5.32	(1.86)	7
habit	775	4.15	(1.53)	3.85	(1.81)	4.40	(2.01)	5
hair	2020	5.47	(1.25)	4.13	(2.29)	5.60	(1.55)	4
hairdryer	561	4.88	(0.78)	3.80	(1.66)	5.24	(0.78)	9
hairpin	776	5.40	(1.57)	3.50	(2.48)	5.11	(1.56)	7
hallway	2814	4.77	(1.22)	3.52	(1.92)	5.54	(1.79)	7
ham	2021	5.25	(1.65)	3.44	(2.13)	4.69	(1.58)	3
hamburger	777	6.95	(1.51)	4.95	(2.24)	5.58	(0.96)	9
hammer	198	4.75	(1.25)	4.65	(2.35)	5.25	(2.2)	6
hand	778	5.84	(1.34)	4.60	(2.16)	5.84	(1.42)	4
handicap	779	3.62	(2.06)	3.68	(2.46)	4.14	(2.56)	8
handicapped	2022	3.50	(1.55)	4.00	(1.86)	3.31	(1.45)	11
hands	2023	6.14	(1.99)	6.00	(1.73)	5.75	(1.29)	5
handsome	199	7.50	(1.51)	4.42	(2.87)	5.58	(2.87)	8
handwriting	2815	5.23	(1.78)	4.20	(2.43)	5.96	(1.93)	11
hang	2024	4.25	(1.69)	5.25	(2.44)	4.38	(1.89)	4
haphazard	780	3.64	(1.5)	3.68	(2.17)	4.14	(1.98)	9
happiness	2025	7.81	(1.33)	6.13	(2.33)	6.63	(1.45)	9
happy	200	8.25	(1.39)	7.00	(2.73)	6.73	(2.28)	5
harass	2026	2.67	(1.29)	6.07	(1.49)	4.71	(2.79)	6
harassment	2027	2.88	(1.67)	5.31	(2.68)	4.00	(2.37)	10
hard	781	5.68	(2)	5.42	(2.19)	5.84	(2.09)	4
hardship	782	3.00	(1.75)	4.70	(2.23)	5.15	(2.18)	8
harmony	2816	6.52	(2.03)	4.10	(2.52)	5.73	(1.98)	7
harp	2028	6.27	(1.91)	5.50	(1.74)	5.14	(1.79)	4
harsh	2029	3.60	(1.64)	5.80	(1.21)	5.67	(2.09)	5
harvest	2030	5.52	(1.78)	4.38	(1.77)	5.71	(1.27)	7
haste	2031	4.50	(1.79)	5.56	(2.66)	4.19	(2.04)	5
hasten	2032	5.13	(1.02)	4.81	(2.04)	4.63	(1.86)	6
hat	783	5.58	(1.39)	4.53	(2.12)	5.47	(1.5)	3
hate	201	2.92	(2.31)	7.33	(2.35)	5.42	(2.68)	4
hatred	202	2.53	(2.26)	6.47	(2.72)	4.60	(2.47)	6
haunt	2033	3.86	(1.7)	6.14	(2.03)	4.21	(1.85)	5
haven	2034	6.50	(2.28)	4.64	(2.56)	5.07	(1.69)	5
hawk	536	6.33	(1.61)	4.08	(2.34)	5.71	(1.76)	4
hay	784	5.19	(1.63)	4.81	(2.75)	5.81	(1.89)	3
hazard	2817	3.48	(1.60)	5.31	(2.07)	5.00	(1.60)	6
head	2035	7.19	(1.52)	6.81	(1.87)	6.75	(1.69)	4
headache	203	2.24	(1.15)	5.18	(2.63)	4.24	(1.99)	8
headlight	785	5.05	(1.77)	3.77	(2.41)	4.76	(1.73)	9
heal	786	6.71	(1.23)	4.86	(1.9)	5.29	(1.59)	4
health	204	6.93	(1.33)	5.33	(2.79)	5.87	(1.77)	6
healthy	2818	8.06	(1.32)	6.16	(2.60)	6.50	(2.70)	7
heart	787	6.90	(1.58)	6.14	(2.1)	5.48	(2.04)	5
heartbreak	2819	2.19	(1.67)	5.51	(2.80)	3.69	(2.49)	10
heartless	2820	3.11	(1.89)	4.71	(2.56)	5.16	(2.63)	9
heat	2036	4.44	(1.63)	5.19	(2.1)	4.50	(1.71)	4
heaven	205	7.07	(2.34)	6.53	(2.83)	6.20	(2.31)	6
heavenly	2821	7.00	(1.78)	5.55	(2.65)	5.61	(2.01)	8
heavy	2037	4.00	(1.15)	3.94	(1.84)	4.31	(1.58)	5
hectic	2822	3.88	(1.77)	6.19	(2.39)	4.75	(2.37)	6
heir	2038	6.63	(1.59)	4.75	(2.14)	5.81	(2.04)	4
helicopter	2823	5.97	(1.73)	5.69	(1.84)	5.34	(1.68)	10
helium	2039	5.77	(2.59)	4.69	(2.46)	4.92	(2.22)	6
hell	788	2.85	(1.69)	4.65	(2.37)	3.90	(2.36)	4
help	2824	5.30	(2.22)	4.95	(2.25)	5.30	(2.26)	4
helpful	2825	6.23	(2.14)	4.43	(2.46)	6.11	(2.20)	7
helpless	206	2.20	(1.21)	4.87	(2.59)	2.53	(1.88)	8
hen	2040	5.06	(1.24)	3.56	(2.19)	5.38	(1.75)	3
herbal	2041	6.07	(1.54)	4.54	(1.85)	5.15	(1.21)	6
herd	2042	5.47	(1.41)	4.67	(1.5)	5.53	(1.6)	4
hero	2043	7.19	(1.6)	6.19	(1.76)	6.31	(1.7)	4
heroin	789	3.85	(2.35)	4.45	(2.98)	4.20	(2.55)	6
herring	2044	5.53	(1.19)	4.00	(2.07)	5.27	(1.22)	7
hesitate	2826	4.11	(1.54)	4.95	(1.92)	4.34	(2.16)	8
hide	207	5.07	(1.67)	4.47	(2.5)	4.27	(2.43)	4
high	2045	6.13	(2.39)	5.60	(2.06)	5.80	(1.7)	4
highway	562	6.04	(1.67)	4.80	(2.6)	5.64	(1.98)	7
hiker	2046	6.21	(1.85)	4.62	(2.06)	4.92	(2.33)	5
hilarious	2827	7.80	(1.52)	6.64	(2.12)	5.96	(1.99)	9
hill	2047	5.57	(1.7)	3.85	(2.48)	5.15	(2.19)	4
hinder	790	3.86	(1.64)	4.09	(1.93)	4.18	(1.68)	6
hippotamus	2048	6.64	(1.91)	5.00	(2.16)	4.31	(1.49)	10
hire	2049	5.94	(1.73)	5.63	(2.33)	4.63	(1.96)	4
history	208	6.00	(1.79)	4.12	(2.18)	5.19	(2.07)	7
hit	594	5.44	(2.16)	5.40	(2.43)	5.67	(2.08)	3
hitch	2050	5.07	(1.58)	4.93	(2.09)	5.14	(1.56)	5
hive	2051	3.86	(1.56)	4.93	(2.16)	5.07	(2.09)	4
hobby	2052	7.00	(1.51)	4.80	(2.48)	7.07	(1.94)	5
hockey	2053	5.31	(1.3)	5.00	(2.19)	5.25	(1.44)	6
holiday	791	7.30	(2.36)	7.10	(2.29)	6.90	(1.8)	7
holy	2054	5.69	(1.96)	4.13	(1.67)	4.88	(2.55)	4
home	209	7.71	(1.96)	4.29	(2.73)	6.35	(2.29)	4
homeless	2055	2.31	(1.2)	4.25	(2.02)	4.06	(2.29)	8
homicide	2828	2.89	(2.01)	5.07	(2.66)	5.59	(2.65)	8
honest	210	7.21	(1.53)	5.71	(1.44)	5.21	(2.19)	6
honesty	2056	7.63	(1.26)	5.06	(2.57)	6.81	(1.52)	7
honey	792	6.53	(1.87)	4.53	(2.14)	5.68	(1.42)	5
honeymoon	2829	6.89	(2.05)	5.68	(2.94)	5.89	(2.18)	9
honor	211	7.60	(1.18)	6.13	(1.51)	6.14	(2.35)	5
hooker	793	4.53	(2.46)	6.00	(2.13)	6.11	(2.23)	6
hope	794	6.67	(1.57)	4.84	(2.57)	5.32	(2.26)	4
hopeful	212	7.07	(1.03)	6.27	(1.22)	5.47	(1.92)	7
hopeless	2830	2.27	(1.60)	4.00	(2.49)	3.36	(2.57)	8
horrible	2057	3.00	(2.54)	6.00	(2.42)	3.25	(2.22)	8
horror	213	3.18	(2.32)	6.44	(2.13)	4.62	(2.47)	6
horse	214	5.60	(0.97)	3.50	(1.78)	4.20	(1.32)	5
hose	2058	5.38	(2.14)	4.69	(2.32)	6.00	(2.38)	4
hospital	215	5.05	(1.85)	5.00	(2.41)	4.80	(1.67)	8
hostage	216	2.25	(1.59)	5.50	(3)	3.20	(2.46)	7
hostile	217	3.33	(1.63)	6.80	(2.04)	5.73	(2.96)	7
hostility	2831	3.52	(2.01)	4.43	(2.18)	5.73	(2.07)	9
hot	2832	6.07	(2.38)	5.91	(2.37)	5.57	(2.42)	3
hotel	795	6.67	(1.41)	5.26	(2.66)	5.33	(2.06)	5
hour	2059	4.87	(1.19)	3.73	(1.83)	3.93	(1.67)	4
house	563	7.29	(1.55)	4.04	(2.58)	6.38	(1.84)	5
howl	2060	5.15	(1.41)	4.23	(2.68)	4.62	(1.85)	4
hub	2061	5.33	(1.8)	4.60	(1.84)	5.13	(1.64)	3
hug	218	7.67	(0.98)	5.55	(2.21)	5.27	(1.68)	3
huge	2062	5.73	(2.12)	5.67	(2.06)	5.93	(2.4)	4
humane	796	6.17	(1.76)	4.83	(1.34)	5.67	(1.57)	6
humble	219	6.00	(1.58)	3.53	(2.35)	5.06	(2.3)	6
humiliate	797	2.20	(1.15)	6.35	(2.3)	2.90	(1.92)	9
humiliation	2063	2.00	(1.13)	6.47	(1.88)	2.80	(1.42)	11
humor	220	8.20	(0.92)	4.30	(2.45)	5.20	(2.15)	5
humorous	2833	6.80	(1.92)	5.48	(2.39)	6.05	(1.88)	8
hunger	2064	3.13	(1.51)	5.64	(2.13)	3.36	(1.28)	6
hungry	221	3.67	(2.32)	5.20	(2.73)	4.67	(2.16)	6
hunter	2065	6.19	(2.14)	6.69	(1.35)	6.13	(2.6)	6
hurl	2066	3.43	(1.55)	4.93	(1.54)	4.71	(2.02)	4
hurricane	798	4.19	(2.34)	6.67	(2.15)	3.76	(2.07)	9
hurt	222	2.55	(1.51)	6.27	(2.76)	3.82	(2.23)	4
husband	2834	5.45	(2.41)	4.25	(2.69)	5.84	(2.12)	7
hut	2835	5.11	(1.48)	3.82	(2.13)	4.82	(1.87)	3
hydrant	564	5.08	(0.86)	3.64	(1.78)	5.52	(0.96)	7
hymn	2067	5.86	(2.6)	4.79	(3.02)	5.07	(2.3)	4
hysteria	2836	3.78	(1.74)	5.25	(2.42)	4.38	(2.09)	8
hysterical	2068	6.47	(3.4)	8.00	(1.36)	4.07	(2.71)	10
ice	2069	6.14	(1.92)	4.92	(2.6)	4.69	(1.65)	3
