,Accuracy,Arousal,Confidence,Confidence_RT,Expected,KeyPressed,LearningTime,LeftWord,MarkerStart,RT,RightWord,TrialNumber,Valence,nBlock
18,1.0,Low,6.0,1.27,right,right,30.0,mobile,5.0,1.828676358316443,sympathetic,18.0,High,0.0
19,1.0,Low,5.0,0.953,left,left,30.0,western,3.0,1.225990219390951,flow,19.0,High,0.0
20,0.0,Low,2.0,1.112,right,left,30.0,stable,2.0,1.5310808972571976,consoled,20.0,High,0.0
21,1.0,Low,5.0,1.16,right,right,30.0,patio,2.0,1.236491671341355,velvet,21.0,High,0.0
22,1.0,Low,4.0,1.508,left,left,30.0,humble,5.0,2.0085028557805344,poetry,22.0,High,0.0
23,1.0,Low,6.0,0.986,right,right,30.0,herbal,6.0,1.138544739675126,horse,23.0,High,0.0
24,1.0,Low,7.0,1.131,left,left,30.0,furniture,3.0,1.0061824952426832,proper,24.0,High,0.0
25,1.0,Low,4.0,0.953,left,left,30.0,patience,2.0,2.077439987580874,reflection,25.0,High,0.0
26,1.0,Low,7.0,1.471,right,right,30.0,camera,2.0,1.1432566787698306,shrimp,26.0,High,0.0
27,1.0,Low,3.0,1.168,right,right,30.0,coin,3.0,1.4221869197499473,candid,27.0,High,0.0
28,1.0,Low,7.0,0.898,right,right,30.0,rational,6.0,1.0383323046262376,practical,28.0,High,0.0
29,1.0,Low,6.0,1.476,right,right,30.0,doll,2.0,1.0395988307427615,leaves,29.0,High,0.0
30,0.0,Low,2.0,1.023,left,right,30.0,open,6.0,1.0634305662679253,grass,30.0,High,0.0
31,1.0,Low,5.0,1.302,right,right,30.0,binoculars,5.0,1.4809729153348599,afternoon,31.0,High,0.0
32,1.0,Low,1.0,1.946,right,right,30.0,rose,5.0,1.1085468698001932,hamburger,32.0,High,0.0
33,1.0,Low,2.0,1.227,right,right,30.0,familiar,6.0,2.053553074118099,precise,33.0,High,0.0
34,1.0,Low,1.0,0.878,left,left,30.0,tree,2.0,1.5996365955506917,autumn,34.0,High,0.0
35,1.0,Low,2.0,0.952,right,right,30.0,apple,1.0,1.4863206838927,dress,35.0,High,0.0
36,1.0,Low,6.0,1.246,left,left,30.0,cottage,2.0,2.1921478589065373,countryside,36.0,High,0.0
37,1.0,Low,1.0,0.617,left,left,30.0,favor,1.0,1.5806220221566036,nourish,37.0,High,0.0
38,1.0,Low,3.0,1.101,left,left,30.0,cooperative,6.0,1.5297303210536484,nice,38.0,High,0.0
39,1.0,Low,4.0,1.209,right,right,30.0,responsible,3.0,1.9207824487966718,crown,39.0,High,0.0
40,0.0,Low,3.0,1.148,right,left,30.0,honey,6.0,1.9428658136748709,breathe,40.0,High,0.0
41,1.0,Low,3.0,1.473,left,left,30.0,moon,5.0,1.3129493633459788,graceful,41.0,High,0.0
42,1.0,Low,3.0,0.819,left,left,30.0,caring,5.0,1.3678068181907292,leisurely,42.0,High,0.0
43,1.0,Low,4.0,0.865,left,left,30.0,silk,5.0,1.0237085475673666,serene,43.0,High,0.0
44,1.0,Low,3.0,1.164,left,left,30.0,relaxed,6.0,1.906263914774172,haven,44.0,High,0.0
45,1.0,Low,2.0,2.272,left,left,30.0,comfort,5.0,1.4957650934084086,fluffy,45.0,High,0.0
46,0.0,Low,1.0,0.916,left,right,30.0,protected,3.0,1.929517885990208,bless,46.0,High,0.0
47,1.0,Low,7.0,1.296,left,left,30.0,sunflower,3.0,1.2000524190516444,sky,47.0,High,0.0
48,1.0,Low,7.0,1.757,left,left,30.0,nature,1.0,1.29578549641883,kind,48.0,High,0.0
49,1.0,Low,6.0,1.032,right,right,30.0,peace,4.0,1.2944695667974884,sunset,49.0,High,0.0
50,1.0,High,6.0,1.449,left,left,30.0,bolt,3.0,1.870996231213212,dragon,0.0,High,1.0
51,1.0,High,6.0,1.301,left,left,30.0,body,5.0,1.0941011578397593,fuck,1.0,High,1.0
52,1.0,High,2.0,1.461,right,right,30.0,zealous,3.0,1.677797425116296,dare,2.0,High,1.0
53,1.0,High,5.0,1.941,right,right,30.0,nudist,3.0,1.6533228024782147,lotion,3.0,High,1.0
54,1.0,High,6.0,0.773,right,right,30.0,night,6.0,1.4648009680531686,alcohol,4.0,High,1.0
55,1.0,High,3.0,1.021,right,right,30.0,drunk,6.0,1.3085421860887436,rare,5.0,High,1.0
56,1.0,High,7.0,1.584,left,left,30.0,spice,1.0,0.8380909332336159,chest,6.0,High,1.0
57,1.0,High,2.0,0.97,left,left,30.0,important,1.0,1.8145982853748137,duet,7.0,High,1.0
58,1.0,High,7.0,1.09,left,left,30.0,boost,3.0,1.5922809275507461,extreme,8.0,High,1.0
59,1.0,High,7.0,1.173,left,left,30.0,sports,3.0,0.7759214394609444,try,9.0,High,1.0
60,1.0,High,7.0,0.969,left,left,30.0,bikini,4.0,1.042501126008574,cheerleader,10.0,High,1.0
61,1.0,High,3.0,1.048,right,right,30.0,astonished,3.0,1.213737830388709,zoom,11.0,High,1.0
62,1.0,High,5.0,0.962,right,right,30.0,mountain,2.0,1.1866284612915479,interested,12.0,High,1.0
63,1.0,High,7.0,1.617,right,right,30.0,mingle,2.0,1.6907395383168478,clothes,13.0,High,1.0
64,1.0,High,1.0,0.739,left,left,30.0,brain,1.0,2.1653846351255197,attain,14.0,High,1.0
65,1.0,High,7.0,1.65,left,left,30.0,restaurant,2.0,0.863679059460992,curiosity,15.0,High,1.0
66,1.0,High,7.0,1.445,left,left,30.0,zest,1.0,1.2017106443381635,sing,16.0,High,1.0
67,1.0,High,6.0,1.192,right,right,30.0,outgoing,2.0,1.3002873102232115,penthouse,17.0,High,1.0
68,1.0,High,3.0,0.97,left,left,30.0,perfect,3.0,1.4862879621068714,mail,18.0,High,1.0
69,1.0,High,7.0,1.733,left,left,30.0,special,2.0,1.298774408220197,firefighter,19.0,High,1.0
70,1.0,High,2.0,0.68,left,left,30.0,cartoon,2.0,1.3174585555971134,climax,20.0,High,1.0
71,0.0,High,1.0,1.43,right,left,30.0,game,6.0,1.9988265064603183,spirit,21.0,High,1.0
72,1.0,High,5.0,1.038,left,left,30.0,attract,4.0,1.2647296217037365,doughnut,22.0,High,1.0
73,0.0,High,4.0,1.135,left,right,30.0,rhythm,3.0,1.47184128772642,earn,23.0,High,1.0
74,1.0,High,4.0,0.947,left,left,30.0,explore,2.0,1.3769140648510074,model,24.0,High,1.0
75,0.0,High,2.0,1.012,right,left,30.0,charisma,4.0,2.16562876541866,actor,25.0,High,1.0
76,1.0,High,6.0,0.919,right,right,30.0,inspired,3.0,2.7044073055585613,midnight,26.0,High,1.0
77,1.0,High,2.0,0.693,right,right,30.0,gourmet,2.0,2.452047486396623,adore,27.0,High,1.0
78,1.0,High,7.0,1.039,left,left,30.0,energetic,6.0,1.6129983177088434,energy,28.0,High,1.0
79,0.0,High,4.0,1.011,right,left,30.0,life,2.0,1.6982312263426138,dazzle,29.0,High,1.0
80,0.0,High,4.0,1.116,right,left,30.0,impressed,1.0,1.5695174625434447,wonderful,30.0,High,1.0
81,1.0,High,3.0,0.989,right,right,30.0,brownie,4.0,1.8246320080797886,best,31.0,High,1.0
82,1.0,High,3.0,1.019,right,right,30.0,festival,6.0,2.200152830046136,stunning,32.0,High,1.0
83,1.0,High,7.0,1.243,right,right,30.0,sister,3.0,1.3665794299304252,appreciative,33.0,High,1.0
84,0.0,High,2.0,0.913,right,left,30.0,personality,4.0,2.131416199481464,eat,34.0,High,1.0
85,1.0,High,7.0,0.852,left,left,30.0,like,6.0,1.6403980125760427,bright,35.0,High,1.0
86,1.0,High,3.0,0.993,right,right,30.0,puppy,1.0,1.6959689309587702,talent,36.0,High,1.0
87,0.0,High,7.0,1.635,right,left,30.0,magnificence,1.0,2.043118348970893,cookie,37.0,High,1.0
88,0.0,High,1.0,0.8,left,right,30.0,ambitious,1.0,2.0166451301629422,cheeseburger,38.0,High,1.0
89,1.0,High,7.0,1.764,left,left,30.0,cruiseship,2.0,1.17921023692179,birth,39.0,High,1.0
90,1.0,High,3.0,0.614,right,right,30.0,kissing,3.0,2.223910781132872,satisfaction,40.0,High,1.0
91,0.0,High,3.0,0.882,right,left,30.0,progress,5.0,1.998372250891407,pretty,41.0,High,1.0
92,0.0,High,2.0,1.222,left,right,30.0,justice,6.0,2.4747208060580306,accomplish,42.0,High,1.0
93,1.0,High,3.0,1.0,left,left,30.0,smiling,5.0,2.298324323070119,diamond,43.0,High,1.0
94,1.0,High,7.0,1.503,right,right,30.0,diploma,2.0,2.1024894873262383,engaged,44.0,High,1.0
95,1.0,High,7.0,1.468,right,right,30.0,sex,2.0,0.8775155685289064,giggle,45.0,High,1.0
96,1.0,High,7.0,1.263,left,left,30.0,joke,3.0,1.410229347733548,god,46.0,High,1.0
97,0.0,High,3.0,1.194,left,right,30.0,enthusiastic,6.0,2.5451596117927693,enjoy,47.0,High,1.0
98,0.0,High,6.0,1.151,right,left,30.0,excellence,2.0,1.7697392650152324,affection,48.0,High,1.0
99,0.0,High,3.0,0.914,left,right,30.0,funny,4.0,2.1561307819793,ecstatic,49.0,High,1.0
100,1.0,Low,7.0,0.853,left,left,90.0,mane,5.0,1.3868018226785352,vegetable,0.0,High,2.0
101,1.0,Low,7.0,1.114,left,left,90.0,carrot,4.0,0.801318367710337,easel,1.0,High,2.0
102,1.0,Low,2.0,0.975,right,right,90.0,coat,5.0,1.5101213016314432,cup,2.0,High,2.0
103,1.0,Low,7.0,1.039,right,right,90.0,chew,5.0,1.1245520000666147,suburban,3.0,High,2.0
104,1.0,Low,7.0,1.084,right,right,90.0,chess,3.0,1.090126100825728,hat,4.0,High,2.0
105,1.0,Low,5.0,1.157,right,right,90.0,sensitive,5.0,2.330980678743799,cattle,5.0,High,2.0
106,1.0,Low,3.0,0.812,right,right,90.0,outlet,4.0,2.4723741397610866,refine,6.0,High,2.0
107,1.0,Low,7.0,1.539,left,left,90.0,telescope,1.0,0.9636358153657056,farm,7.0,High,2.0
108,1.0,Low,7.0,1.388,left,left,90.0,beads,2.0,1.0234320162853692,tend,8.0,High,2.0
109,1.0,Low,4.0,0.748,right,right,90.0,number,3.0,1.2628240580961574,method,9.0,High,2.0
110,1.0,Low,7.0,1.161,right,right,90.0,read,6.0,1.3303512653073994,quiet,10.0,High,2.0
111,1.0,Low,7.0,1.084,left,left,90.0,dew,4.0,1.5983556333521847,windmill,11.0,High,2.0
112,1.0,Low,7.0,1.605,left,left,90.0,straighten,1.0,1.1267254333070014,golfer,12.0,High,2.0
113,1.0,Low,5.0,0.922,left,left,90.0,scarf,3.0,1.6626979187567485,candle,13.0,High,2.0
114,0.0,Low,1.0,0.743,left,right,90.0,land,1.0,2.0228757457080064,send,14.0,High,2.0
115,1.0,Low,7.0,0.991,left,left,90.0,teacher,4.0,0.8631407537905034,pecan,15.0,High,2.0
116,1.0,Low,7.0,1.003,right,right,90.0,rink,5.0,1.283303734002402,leg,16.0,High,2.0
117,1.0,Low,7.0,1.449,right,right,90.0,cat,2.0,1.0481995311274659,den,17.0,High,2.0
118,1.0,Low,3.0,0.664,left,left,90.0,harvest,3.0,1.708329430242884,gender,18.0,High,2.0
119,1.0,Low,5.0,1.335,left,left,90.0,sheltered,6.0,1.5808953454252332,modest,19.0,High,2.0
120,1.0,Low,7.0,0.788,left,left,90.0,owl,6.0,0.884139808054897,cinnamon,20.0,High,2.0
121,1.0,Low,4.0,0.8,left,left,90.0,crackers,6.0,1.6893873580847867,slogan,21.0,High,2.0
122,1.0,Low,7.0,1.162,left,left,90.0,lamb,5.0,1.1071539477270562,piano,22.0,High,2.0
123,1.0,Low,2.0,0.801,right,right,90.0,groceries,3.0,2.3272221630613785,window,23.0,High,2.0
124,1.0,Low,1.0,0.828,right,right,90.0,town,2.0,1.763018784869928,inform,24.0,High,2.0
125,1.0,Low,5.0,1.077,left,left,90.0,listen,6.0,2.2646260026667733,porpoise,25.0,High,2.0
126,1.0,Low,7.0,1.676,left,left,90.0,corn,1.0,0.7738564372702967,prefer,26.0,High,2.0
127,1.0,Low,2.0,0.796,left,left,90.0,orchestra,1.0,2.9160243142105173,vegetables,27.0,High,2.0
128,1.0,Low,7.0,1.632,right,right,90.0,relate,1.0,1.1225668775878148,buffalo,28.0,High,2.0
129,1.0,Low,3.0,0.825,right,right,90.0,adorn,4.0,2.309144331360585,pancakes,29.0,High,2.0
130,1.0,Low,7.0,1.136,left,left,90.0,logical,3.0,1.6876158897066489,pond,30.0,High,2.0
131,1.0,Low,4.0,0.97,left,left,90.0,dawn,6.0,1.7901830111077288,green,31.0,High,2.0
132,1.0,Low,7.0,1.913,right,right,90.0,soup,4.0,2.6948894323868444,moral,32.0,High,2.0
133,1.0,Low,7.0,1.009,right,right,90.0,tidy,4.0,1.2516482804348925,crystal,33.0,High,2.0
134,1.0,Low,7.0,1.421,right,right,90.0,person,2.0,1.1501401262939908,violinist,34.0,High,2.0
135,1.0,Low,6.0,1.223,left,left,90.0,tenderness,6.0,2.117434687941568,polite,35.0,High,2.0
136,1.0,Low,7.0,0.963,right,right,90.0,oxygen,5.0,1.101055181788979,sheep,36.0,High,2.0
137,1.0,Low,6.0,1.288,right,right,90.0,saint,2.0,1.4622874847409548,clearer,37.0,High,2.0
138,1.0,Low,3.0,0.733,left,left,90.0,innocent,3.0,2.2835693580273073,pear,38.0,High,2.0
139,1.0,Low,7.0,0.927,left,left,90.0,nestle,5.0,0.9613427229924127,lounge,39.0,High,2.0
140,1.0,Low,7.0,0.828,right,right,90.0,bathtub,5.0,1.7187214887235314,cuisine,40.0,High,2.0
141,1.0,Low,5.0,1.134,right,right,90.0,lake,4.0,2.4693355036724824,able,41.0,High,2.0
142,1.0,Low,5.0,0.616,right,right,90.0,breeze,5.0,1.0671541145420633,girl,42.0,High,2.0
143,1.0,Low,5.0,1.499,right,right,90.0,nectar,2.0,1.6729911702423124,donate,43.0,High,2.0
144,1.0,Low,3.0,0.684,right,right,90.0,assure,3.0,2.098157056927448,grace,44.0,High,2.0
145,1.0,Low,3.0,0.818,left,left,90.0,safe,3.0,1.6964049008383881,butterfly,45.0,High,2.0
146,1.0,Low,5.0,1.007,right,right,90.0,bird,6.0,1.4164355823158985,politeness,46.0,High,2.0
147,1.0,Low,6.0,1.495,left,left,90.0,cozy,6.0,1.7701152449008077,grateful,47.0,High,2.0
148,0.0,Low,1.0,1.904,right,left,90.0,wise,6.0,2.216562812376651,refreshment,48.0,High,2.0
149,1.0,Low,6.0,0.826,left,left,90.0,kindness,4.0,1.478980735206278,relax,49.0,High,2.0
150,1.0,High,2.0,1.385,left,left,30.0,rejected,1.0,1.7326840729510877,murderer,0.0,Low,3.0
151,1.0,High,7.0,1.215,right,right,30.0,terrorist,3.0,1.2042793055879883,syphilis,1.0,Low,3.0
152,1.0,High,3.0,1.176,right,right,30.0,rabies,5.0,1.6546525265730452,fail,2.0,Low,3.0
153,1.0,High,7.0,1.295,left,left,30.0,gunpoint,2.0,0.876756871904945,hurt,3.0,Low,3.0
154,1.0,High,7.0,0.873,right,right,30.0,disloyal,6.0,1.5426971359993331,mutilation,4.0,Low,3.0
155,0.0,High,3.0,1.463,left,right,30.0,overweight,5.0,1.7724830841179937,afraid,5.0,Low,3.0
156,1.0,High,3.0,0.683,right,right,30.0,assault,3.0,1.3985005075082881,war,6.0,Low,3.0
157,1.0,High,6.0,0.979,right,right,30.0,demon,6.0,1.4779775874922052,trauma,7.0,Low,3.0
158,0.0,High,1.0,1.667,left,right,30.0,troubled,5.0,2.2624330005055526,murder,8.0,Low,3.0
159,1.0,High,7.0,1.276,right,right,30.0,crushed,3.0,1.8375991438515484,divorce,9.0,Low,3.0
160,1.0,High,3.0,1.201,left,left,30.0,poisonous,5.0,1.8024742171546677,traffic,10.0,Low,3.0
161,1.0,High,5.0,1.31,right,right,30.0,whore,2.0,1.6138834103039699,crash,11.0,Low,3.0
162,1.0,High,6.0,0.721,left,left,30.0,insecure,6.0,1.6487860212509986,anger,12.0,Low,3.0
163,1.0,High,4.0,1.111,left,left,30.0,starving,3.0,2.891994002289721,robbery,13.0,Low,3.0
164,1.0,High,7.0,0.857,right,right,30.0,banish,6.0,1.746927679690998,pollution,14.0,Low,3.0
165,1.0,High,5.0,1.415,left,left,30.0,cult,3.0,0.9248951298359316,repulsed,15.0,Low,3.0
166,1.0,High,3.0,0.897,left,left,30.0,rude,5.0,2.105490268790163,burdened,16.0,Low,3.0
167,0.0,High,2.0,1.057,right,left,30.0,rash,5.0,2.1562475538812578,jealousy,17.0,Low,3.0
168,1.0,High,6.0,1.118,right,right,30.0,gang,4.0,1.522520938742673,robber,18.0,Low,3.0
169,1.0,High,4.0,1.226,right,right,30.0,frighten,5.0,2.1864196192182135,destroy,19.0,Low,3.0
170,0.0,High,4.0,1.327,left,right,30.0,creepy,1.0,1.4145271315064747,burn,20.0,Low,3.0
171,0.0,High,2.0,0.726,left,right,30.0,criticism,2.0,1.4887542875076178,fear,21.0,Low,3.0
172,1.0,High,5.0,1.788,right,right,30.0,expel,6.0,1.1762264579592738,scared,22.0,Low,3.0
173,1.0,High,7.0,0.967,right,right,30.0,scold,5.0,1.4795883340993896,communism,23.0,Low,3.0
174,1.0,High,7.0,1.662,left,left,30.0,psycho,1.0,1.1061491960135754,paranoid,24.0,Low,3.0
175,0.0,High,4.0,0.942,left,right,30.0,surgery,2.0,1.430402016179869,scorn,25.0,Low,3.0
176,0.0,High,3.0,1.042,left,right,30.0,difficult,3.0,1.6864696643315256,dent,26.0,Low,3.0
177,1.0,High,4.0,0.965,left,left,30.0,quarrel,2.0,1.5241839760710718,wicked,27.0,Low,3.0
178,1.0,High,7.0,0.897,left,left,30.0,bitch,5.0,1.0463677519583143,bothered,28.0,Low,3.0
179,0.0,High,1.0,1.093,left,right,30.0,detain,4.0,2.121469093297492,trouble,29.0,Low,3.0
180,1.0,High,5.0,1.906,right,right,30.0,hazard,6.0,1.0898466823273338,sever,30.0,Low,3.0
181,0.0,High,3.0,1.041,right,left,30.0,irritate,1.0,1.8210399886011146,forbid,31.0,Low,3.0
182,1.0,High,3.0,0.627,right,right,30.0,disruptive,3.0,1.7338225990824867,rattlesnake,32.0,Low,3.0
183,1.0,High,2.0,0.949,left,left,30.0,mob,5.0,2.1586593429674394,nuclear,33.0,Low,3.0
184,0.0,High,1.0,1.175,right,left,30.0,pushy,5.0,2.145074021842447,avalanche,34.0,Low,3.0
185,1.0,High,6.0,0.982,right,right,30.0,bastard,4.0,1.2607215220923536,dagger,35.0,Low,3.0
186,1.0,High,2.0,1.172,left,left,30.0,frantic,6.0,2.752745423116721,emergency,36.0,Low,3.0
187,1.0,High,3.0,0.942,left,left,30.0,haunt,1.0,1.466865328635322,gossip,37.0,Low,3.0
188,1.0,High,3.0,0.82,right,right,30.0,spanking,4.0,2.4602410890802275,anarchy,38.0,Low,3.0
189,1.0,High,2.0,0.736,right,right,30.0,scare,4.0,1.7744232943223324,obsessed,39.0,Low,3.0
190,1.0,High,1.0,0.586,left,left,30.0,shark,1.0,2.9517074363247957,officer,40.0,Low,3.0
191,0.0,High,3.0,1.118,right,left,30.0,fight,5.0,2.5860548032505903,forceful,41.0,Low,3.0
192,1.0,High,3.0,0.816,left,left,30.0,tangle,2.0,2.8226885898329783,mangle,42.0,Low,3.0
193,1.0,High,2.0,0.803,left,left,30.0,shock,3.0,2.5290062710264465,baffle,43.0,Low,3.0
194,0.0,High,3.0,1.063,right,left,30.0,revolt,4.0,1.5670492123026634,battle,44.0,Low,3.0
195,1.0,High,3.0,1.337,left,left,30.0,police,6.0,1.8849626650626305,chaos,45.0,Low,3.0
196,1.0,High,2.0,1.714,right,right,30.0,vampire,6.0,2.8006126034160843,pang,46.0,Low,3.0
197,0.0,High,2.0,0.948,left,right,30.0,emotional,5.0,1.8106113586982246,reckless,47.0,Low,3.0
198,0.0,High,1.0,1.039,right,left,30.0,lava,2.0,1.9622675950231496,clench,48.0,Low,3.0
199,0.0,High,1.0,1.006,right,left,30.0,lightning,4.0,2.1613720442837803,speech,49.0,Low,3.0
200,1.0,Low,7.0,0.963,left,left,30.0,loneliness,5.0,1.8776830271381186,sad,0.0,Low,4.0
201,1.0,Low,7.0,1.501,right,right,30.0,lonely,2.0,1.3122140852647135,worthless,1.0,Low,4.0
202,1.0,Low,5.0,0.814,left,left,30.0,sorrow,5.0,1.2365288843720919,rotten,2.0,Low,4.0
203,1.0,Low,2.0,0.765,left,left,30.0,deformed,4.0,2.035351092083147,disappointment,3.0,Low,4.0
204,0.0,Low,1.0,0.865,right,left,30.0,disability,3.0,2.4279979263374116,worse,4.0,Low,4.0
205,1.0,Low,3.0,1.529,left,left,30.0,sewage,5.0,1.783695112389978,sunburn,5.0,Low,4.0
206,1.0,Low,2.0,0.859,right,right,30.0,coward,3.0,1.5089118782780133,stinky,6.0,Low,4.0
207,0.0,Low,1.0,0.937,left,right,30.0,alienation,2.0,2.8292570098419674,fever,7.0,Low,4.0
208,0.0,Low,1.0,1.509,right,left,30.0,negligent,6.0,2.4133260489907116,mope,8.0,Low,4.0
209,1.0,Low,1.0,0.876,left,left,30.0,mucous,3.0,2.2589940035686595,bored,9.0,Low,4.0
210,1.0,Low,6.0,0.826,left,left,30.0,despair,5.0,1.6931888612452894,stink,10.0,Low,4.0
211,1.0,Low,5.0,1.172,right,right,30.0,weakness,2.0,1.6926370818837313,pathetic,11.0,Low,4.0
212,1.0,Low,5.0,0.795,left,left,30.0,complain,5.0,1.8020167535578366,manure,12.0,Low,4.0
213,1.0,Low,3.0,1.374,right,right,30.0,messy,1.0,2.2132598354655784,expire,13.0,Low,4.0
214,1.0,Low,4.0,0.617,right,right,30.0,tax,4.0,1.3534150009509176,mildew,14.0,Low,4.0
215,0.0,Low,3.0,0.953,right,left,30.0,moody,1.0,1.7233615681907395,detach,15.0,Low,4.0
216,1.0,Low,7.0,1.194,right,right,30.0,handicapped,3.0,1.4905289639136754,urine,16.0,Low,4.0
217,0.0,Low,2.0,0.905,left,right,30.0,handicap,1.0,2.1612013776466483,dismissive,17.0,Low,4.0
218,1.0,Low,5.0,1.094,left,left,30.0,tarnish,5.0,1.9320172540174099,bitter,18.0,Low,4.0
219,1.0,Low,4.0,1.031,right,right,30.0,pity,1.0,1.2583479084278224,dummy,19.0,Low,4.0
220,0.0,Low,4.0,1.26,left,right,30.0,crutch,6.0,1.1777791393978987,stain,20.0,Low,4.0
221,0.0,Low,2.0,0.831,right,left,30.0,cancel,4.0,1.9398714482376818,doubt,21.0,Low,4.0
222,1.0,Low,5.0,1.099,right,right,30.0,blubber,3.0,1.8151260045851814,uninteresting,22.0,Low,4.0
223,1.0,Low,6.0,0.853,right,right,30.0,forgot,5.0,1.6786061668390175,dull,23.0,Low,4.0
224,0.0,Low,2.0,1.01,right,left,30.0,mold,2.0,1.9781812967266887,greedy,24.0,Low,4.0
225,1.0,Low,5.0,1.456,right,right,30.0,damp,5.0,1.3581936668633716,lame,25.0,Low,4.0
226,1.0,Low,5.0,1.17,left,left,30.0,ail,1.0,1.0369640842982335,refuse,26.0,Low,4.0
227,1.0,Low,7.0,0.954,left,left,30.0,void,4.0,2.0748562486405717,false,27.0,Low,4.0
228,1.0,Low,6.0,1.278,right,right,30.0,resent,4.0,1.7337526642513694,cynical,28.0,Low,4.0
229,1.0,Low,4.0,0.958,left,left,30.0,numb,3.0,1.2330183485901216,separate,29.0,Low,4.0
230,0.0,Low,3.0,0.854,left,right,30.0,pinch,5.0,1.3546420684288023,leave,30.0,Low,4.0
231,0.0,Low,4.0,0.916,left,right,30.0,timid,6.0,2.0485264283051947,fool,31.0,Low,4.0
232,1.0,Low,7.0,1.114,left,left,30.0,pungent,4.0,1.6329868458415149,slow,32.0,Low,4.0
233,1.0,Low,7.0,0.906,right,right,30.0,crap,6.0,1.402371624688385,sludge,33.0,Low,4.0
234,1.0,Low,2.0,1.667,right,right,30.0,cane,1.0,2.0675904051895486,lower,34.0,Low,4.0
235,1.0,Low,7.0,0.698,left,left,30.0,blues,6.0,1.3181255028466694,slouch,35.0,Low,4.0
236,1.0,Low,4.0,1.439,left,left,30.0,smug,1.0,1.54096063504403,habit,36.0,Low,4.0
237,1.0,Low,7.0,0.874,left,left,30.0,witch,5.0,0.835829921066761,stagnant,37.0,Low,4.0
238,0.0,Low,3.0,1.241,left,right,30.0,omit,2.0,1.606496945329127,small,38.0,Low,4.0
239,1.0,Low,5.0,1.195,right,right,30.0,absurd,1.0,2.2795795441197697,vacant,39.0,Low,4.0
240,1.0,Low,3.0,0.828,right,right,30.0,loose,1.0,2.2505739146872656,apathy,40.0,Low,4.0
241,1.0,Low,7.0,1.502,right,right,30.0,cellar,1.0,1.4410593778884504,coal,41.0,Low,4.0
242,1.0,Low,1.0,0.741,left,left,30.0,shadow,1.0,1.9879493954213103,label,42.0,Low,4.0
243,1.0,Low,6.0,1.324,left,left,30.0,average,2.0,1.8063392390904482,stupor,43.0,Low,4.0
244,0.0,Low,3.0,0.975,right,left,30.0,therapy,6.0,2.175103971923818,obscure,44.0,Low,4.0
245,1.0,Low,3.0,0.656,left,left,30.0,marrow,2.0,1.8753575337759685,paragraph,45.0,Low,4.0
246,1.0,Low,3.0,0.662,right,right,30.0,bus,3.0,2.036136094451649,fur,46.0,Low,4.0
247,1.0,Low,4.0,0.816,right,right,30.0,anus,2.0,1.952056468842784,dissolve,47.0,Low,4.0
248,1.0,Low,1.0,0.507,left,left,30.0,errand,1.0,2.9682739700074308,stool,48.0,Low,4.0
249,0.0,Low,5.0,0.775,right,left,30.0,moss,4.0,1.7897040537936846,feet,49.0,Low,4.0
250,1.0,High,7.0,1.248,left,left,90.0,vodka,3.0,1.5808231649862137,intense,0.0,High,5.0
